periodo,municipio,departamento,provider,download_speed,upload_speed,latency,jitter,AvgPack
2018-01,Calarcá,Quindio,All Providers Combined,13.0,5.0,64.0,17.0,0.0
2018-01,Caldas,Antioquia,All Providers Combined,8.6,3.05,54.16111111111111,42.28333333333333,0.0
2018-01,Caldas,Antioquia,Tigo,7.458066666666666,2.7081999999999997,37.34285714285714,33.49523809523809,0.0
2018-01,Caldono,Cauca Department,All Providers Combined,1.0,0.0,105.0,170.0,0.0
2018-01,Caldono,Cauca Department,Tigo,1.211,0.928,89.0,170.0,0.0
2018-01,Cali,Valle del Cauca,All Providers Combined,20.75885356613408,11.712403228463186,45.83742381815187,10.358590018118926,0.0
2018-01,Cali,Valle del Cauca,Avantel,23.081452736318404,7.131248756218905,31.524875621890548,14.149253731343284,0.0
2018-01,Cali,Valle del Cauca,Claro,15.523937791601867,6.0172962674961115,73.0940902021773,11.094090202177293,0.0
2018-01,Cali,Valle del Cauca,Movistar,19.908279569892475,13.317800537634408,40.33817204301075,9.446236559139784,0.0
2018-01,Cali,Valle del Cauca,Tigo,26.862942068965516,16.571512183908045,39.12735632183908,10.546206896551723,0.0
2018-01,Calima,Valle del Cauca,All Providers Combined,3.532110091743119,1.0642201834862386,55.93577981651376,19.40366972477064,0.0
2018-01,Calima,Valle del Cauca,Tigo,5.8242467532467534,1.1483506493506495,47.0,59.23376623376623,0.0
2018-01,Candelaria,Valle del Cauca,All Providers Combined,4.59375,1.53125,63.28125,33.34375,0.0
2018-01,Cartagena,Bolivar,All Providers Combined,15.371861676930365,7.454287067740407,61.09000473709143,16.788725722406443,0.0
2018-01,Cartagena,Bolivar,Avantel,13.091703910614525,5.868938547486033,42.0,20.54189944134078,0.0
2018-01,Cartagena,Bolivar,Claro,20.488142131979693,8.725598984771574,71.92893401015229,9.218274111675127,0.0
2018-01,Cartagena,Bolivar,Movistar,13.343917322834645,6.544834645669292,64.89566929133858,22.34251968503937,0.0
2018-01,Cartagena,Bolivar,Tigo,13.757790697674418,9.024255813953488,38.06976744186046,24.430232558139537,0.0
2018-01,Cartago,Valle del Cauca,All Providers Combined,12.961538461538462,5.509615384615385,54.60576923076923,17.375,0.0
2018-01,Cartago,Valle del Cauca,Movistar,6.855911392405063,4.401594936708861,54.32911392405063,25.253164556962027,0.0
2018-01,Cartago,Valle del Cauca,Tigo,14.306,6.429,34.0,29.0,0.0
2018-01,Cereté,Cordoba,All Providers Combined,11.0,5.0,59.0,9.0,0.0
2018-01,Chinchiná,Caldas,All Providers Combined,10.805970149253731,4.291044776119403,58.93283582089552,25.082089552238806,0.0
2018-01,Chinchiná,Caldas,Claro,14.052,6.6690000000000005,69.0,8.0,0.0
2018-01,Chiquinquirá,Boyaca,All Providers Combined,8.461538461538462,3.8230769230769233,71.61538461538461,36.04615384615385,0.0
2018-01,Chiquinquirá,Boyaca,Tigo,3.837785046728972,1.4874392523364486,102.0,142.49532710280374,0.0
2018-01,Chocontá,Cundinamarca,All Providers Combined,3.0,1.0,68.0,33.0,0.0
2018-01,Chía,Cundinamarca,All Providers Combined,21.470219435736677,8.051724137931034,29.974921630094045,13.079937304075235,0.0
2018-01,Chía,Cundinamarca,Avantel,36.99470422535211,7.987985915492957,18.528169014084508,7.528169014084507,0.0
2018-01,Chía,Cundinamarca,Claro,24.26816504854369,8.701553398058252,62.20388349514563,7.0,0.0
2018-01,Chía,Cundinamarca,Movistar,15.35809433962264,7.079685534591196,28.11949685534591,15.79874213836478,0.0
2018-01,Chía,Cundinamarca,Tigo,20.053598540145984,13.175927007299268,29.138686131386862,14.138686131386862,0.0
2018-01,Circasia,Quindio,All Providers Combined,19.0,7.0,57.0,8.0,0.0
2018-01,Cota,Cundinamarca,All Providers Combined,21.82278481012658,7.455696202531645,26.088607594936708,10.544303797468354,0.0
2018-01,Cucuta,North Santander,All Providers Combined,18.76086956521739,7.695652173913044,58.97826086956522,17.52173913043478,0.0
2018-01,Cucuta,North Santander,Avantel,19.333713615023473,5.384014084507043,25.516431924882628,9.032863849765258,0.0
2018-01,Cucuta,North Santander,Claro,24.385731343283584,9.714716417910449,68.86567164179104,9.104477611940299,0.0
2018-01,Cucuta,North Santander,Movistar,21.429299999999998,8.173166666666667,61.7,10.0,0.0
2018-01,Cucuta,North Santander,Tigo,16.971750000000004,9.375249999999998,46.25,35.25,0.0
2018-01,Cáqueza,Cundinamarca,All Providers Combined,13.0,8.0,56.0,23.0,0.0
2018-01,Distracción,La Guajira,All Providers Combined,3.0,0.0,167.0,279.0,0.0
2018-01,Distracción,La Guajira,Tigo,2.255,0.291,203.0,279.0,0.0
2018-01,Dosquebradas,Risaralda,All Providers Combined,12.354014598540147,6.408759124087592,46.92335766423358,23.01094890510949,0.0
2018-01,Dosquebradas,Risaralda,Claro,8.94995652173913,2.50095652173913,69.3913043478261,47.69565217391305,0.0
2018-01,Dosquebradas,Risaralda,Movistar,13.767,10.706,45.0,7.0,0.0
2018-01,Dosquebradas,Risaralda,Tigo,18.825,11.336,34.0,6.0,0.0
2018-01,Duitama,Boyaca,All Providers Combined,11.743718592964823,5.763819095477387,56.41708542713568,16.190954773869347,0.0
2018-01,Duitama,Boyaca,Claro,14.88,7.749,68.0,8.0,0.0
2018-01,El Cerrito,Valle del Cauca,All Providers Combined,19.0,8.0,59.0,9.0,0.0
2018-01,El Espinal,Tolima,All Providers Combined,14.344827586206897,7.563218390804598,42.6551724137931,18.264367816091955,0.0
2018-01,El Rosal,Cundinamarca,All Providers Combined,5.818181818181818,0.5454545454545454,60.45454545454545,118.0,0.0
2018-01,El Rosal,Cundinamarca,Tigo,2.493,1.033,56.0,160.0,0.0
2018-01,El Santuario,Antioquia,All Providers Combined,4.034285714285715,1.5257142857142858,77.40571428571428,53.91428571428571,0.0
2018-01,El Santuario,Antioquia,Tigo,2.6311419354838708,1.9562322580645162,48.883870967741935,84.33548387096774,0.0
2018-01,Envigado,Antioquia,All Providers Combined,16.614136732329083,6.877172653534183,39.227114716106605,13.304750869061413,0.0
2018-01,Envigado,Antioquia,Avantel,21.020120689655172,6.54280172413793,24.68103448275862,9.560344827586206,0.0
2018-01,Envigado,Antioquia,Claro,17.750027272727273,7.178509090909091,57.804545454545455,7.5636363636363635,0.0
2018-01,Envigado,Antioquia,Movistar,15.2105,7.1182625,42.75,26.5375,0.0
2018-01,Envigado,Antioquia,Tigo,16.941475285171105,8.553661596958174,28.73764258555133,13.52851711026616,0.0
2018-01,Facatativá,Cundinamarca,All Providers Combined,7.656370656370656,5.776061776061776,34.21235521235521,28.617760617760617,0.0
2018-01,Facatativá,Cundinamarca,Avantel,8.928437500000001,4.7342031250000005,19.515625,17.484375,0.0
2018-01,Facatativá,Cundinamarca,Tigo,5.415,4.82,37.0,61.0,0.0
2018-01,Florencia,Caquetá,All Providers Combined,18.412790697674417,8.94186046511628,54.58720930232558,9.529069767441861,0.0
2018-01,Florencia,Caquetá,Avantel,32.994,7.016,33.0,27.0,0.0
2018-01,Florencia,Caquetá,Claro,18.135256756756757,11.614256756756758,71.0,7.527027027027027,0.0
2018-01,Floridablanca,Santander Department,All Providers Combined,18.06446776611694,8.536731634182908,53.107946026986504,14.749625187406297,0.0
2018-01,Floridablanca,Santander Department,Avantel,24.96337078651685,10.64761797752809,23.53932584269663,4.0,0.0
2018-01,Floridablanca,Santander Department,Claro,20.741,6.729,72.0,8.0,0.0
2018-01,Floridablanca,Santander Department,Movistar,18.954587412587415,8.150314685314685,57.2027972027972,12.601398601398602,0.0
2018-01,Floridablanca,Santander Department,Tigo,18.397454545454547,12.272772727272727,40.68181818181818,55.04545454545455,0.0
2018-01,Fonseca,La Guajira,All Providers Combined,2.0,0.0,79.0,100.0,0.0
2018-01,Fonseca,La Guajira,Claro,1.23,0.371,97.0,163.0,0.0
2018-01,Funza,Cundinamarca,All Providers Combined,16.470588235294116,7.035294117647059,29.11764705882353,17.63529411764706,0.0
2018-01,Fusagasugá,Cundinamarca,All Providers Combined,8.313492063492063,3.761904761904762,41.50396825396825,21.05952380952381,0.0
2018-01,Fusagasugá,Cundinamarca,Claro,9.71922680412371,3.6714742268041234,64.83505154639175,11.206185567010309,0.0
2018-01,Galapa,Atlantico,All Providers Combined,9.981308411214954,3.588785046728972,66.23364485981308,16.02803738317757,0.0
2018-01,Girardot,Cundinamarca,All Providers Combined,8.0,4.6875,48.8125,16.875,0.0
2018-01,Girardot,Cundinamarca,Claro,14.002999999999998,6.151,57.0,7.0,0.0
2018-01,Girón,Santander Department,All Providers Combined,13.916,5.936,60.932,19.012,0.0
2018-01,Girón,Santander Department,Movistar,11.963594594594595,5.988081081081082,60.567567567567565,10.972972972972974,0.0
2018-01,Girón,Santander Department,Tigo,17.366,10.489,53.0,20.0,0.0
2018-01,Granada,Meta,All Providers Combined,18.0,7.0,57.0,9.0,0.0
2018-01,Guacarí,Valle del Cauca,All Providers Combined,29.0,11.0,59.0,7.0,0.0
2018-01,Guadalajara de Buga,Valle del Cauca,All Providers Combined,21.311475409836067,8.573770491803279,46.471311475409834,11.807377049180328,0.0
2018-01,Guadalajara de Buga,Valle del Cauca,Movistar,18.3905306122449,9.22826530612245,42.204081632653065,7.551020408163265,0.0
2018-01,Guadalajara de Buga,Valle del Cauca,Tigo,32.8,13.372,47.0,19.0,0.0
2018-01,Guarne,Antioquia,All Providers Combined,4.739726027397261,2.095890410958904,58.9041095890411,50.397260273972606,0.0
2018-01,Ibague,Tolima,All Providers Combined,15.88888888888889,7.549382716049383,33.401234567901234,13.466049382716049,0.0
2018-01,Ibague,Tolima,Avantel,19.192,8.736,30.0,6.0,0.0
2018-01,Ibague,Tolima,Claro,16.981703125000003,7.980890625000001,59.765625,12.375,0.0
2018-01,Ibague,Tolima,Movistar,14.772,7.340411764705882,28.11764705882353,14.0,0.0
2018-01,Ibague,Tolima,Tigo,22.093,11.603,25.22222222222222,15.0,0.0
2018-01,Ipiales,Narino,All Providers Combined,9.441176470588236,6.147058823529412,71.73529411764706,23.470588235294116,0.0
2018-01,Ipiales,Narino,Movistar,9.307,6.188,59.0,13.0,0.0
2018-01,Itagüi,Antioquia,All Providers Combined,16.50515463917526,6.61340206185567,38.44072164948454,11.051546391752577,0.0
2018-01,Itagüi,Antioquia,Avantel,23.428,7.634,29.0,8.0,0.0
2018-01,Itagüi,Antioquia,Claro,22.48311627906977,8.221325581395348,58.116279069767444,6.0,0.0
2018-01,Itagüi,Antioquia,Movistar,11.811766233766235,5.658337662337662,40.077922077922075,12.922077922077921,0.0
2018-01,Itagüi,Antioquia,Tigo,17.885312,9.043368000000001,24.752,12.584,0.0
2018-01,Jamundí,Valle del Cauca,All Providers Combined,11.813953488372093,4.6395348837209305,54.81395348837209,20.6046511627907,0.0
2018-01,Jamundí,Valle del Cauca,Movistar,13.3569375,7.727203125000001,43.65625,16.0,0.0
2018-01,La Calera,Cundinamarca,All Providers Combined,10.305555555555555,3.1805555555555554,36.65277777777778,15.930555555555555,0.0
2018-01,La Calera,Cundinamarca,Claro,6.273518072289157,1.9341807228915664,73.02409638554217,14.337349397590362,0.0
2018-01,La Calera,Cundinamarca,Tigo,5.104,2.225,22.0,9.0,0.0
2018-01,La Ceja,Antioquia,All Providers Combined,7.675675675675675,2.27027027027027,52.027027027027025,23.89189189189189,0.0
2018-01,La Ceja,Antioquia,Claro,2.337,0.653,75.0,92.0,0.0
2018-01,La Dorada,Caldas,All Providers Combined,10.0,5.0,54.0,28.0,0.0
2018-01,La Estrella,Antioquia,All Providers Combined,14.77,5.62,45.67,18.405,0.0
2018-01,La Estrella,Antioquia,Claro,17.761,5.631,79.0,13.0,0.0
2018-01,La Estrella,Antioquia,Movistar,13.242,5.205,47.0,11.0,0.0
2018-01,La Pintada,Antioquia,All Providers Combined,8.205882352941176,0.5147058823529411,66.70588235294117,105.51470588235294,0.0
2018-01,La Pintada,Antioquia,Tigo,1.935,0.624,56.0,140.0,0.0
2018-01,Lebrija,Santander Department,All Providers Combined,6.158415841584159,3.376237623762376,64.5940594059406,31.396039603960396,0.0
2018-01,Lebrija,Santander Department,Tigo,6.040727272727273,4.213545454545455,63.0,44.36363636363637,0.0
2018-01,Los Patios,North Santander,All Providers Combined,24.0,9.0,64.0,17.0,0.0
2018-01,Los Santos,Santander Department,All Providers Combined,1.0,0.0,73.86206896551724,138.51724137931035,0.0
2018-01,Los Santos,Santander Department,Tigo,2.719,0.582,67.0,308.0,0.0
2018-01,Madrid,Cundinamarca,All Providers Combined,15.503937007874017,6.251968503937008,35.32283464566929,13.496062992125983,0.0
2018-01,Magangué,Bolivar,All Providers Combined,9.0,9.0,49.0,23.0,0.0
2018-01,Maicao,La Guajira,All Providers Combined,4.572953736654804,2.8576512455516014,75.19928825622776,29.93594306049822,0.0
2018-01,Maicao,La Guajira,Tigo,4.451390532544379,3.2973372781065087,59.781065088757394,57.171597633136095,0.0
2018-01,Malambo,Atlantico,All Providers Combined,11.0,4.0,41.0,24.0,0.0
2018-01,Malambo,Atlantico,Tigo,6.418,4.768,40.0,83.0,0.0
2018-01,Manizales,Caldas,All Providers Combined,18.308467741935484,8.804435483870968,48.189516129032256,13.189516129032258,0.0
2018-01,Manizales,Caldas,Avantel,17.265,6.258,38.0,15.0,0.0
2018-01,Manizales,Caldas,Claro,16.982230769230767,7.540085798816568,68.60650887573965,14.334319526627219,0.0
2018-01,Manizales,Caldas,Movistar,20.435401869158877,12.474168224299063,42.02803738317757,10.02803738317757,0.0
2018-01,Manizales,Caldas,Tigo,20.83952147239264,10.319119631901842,35.52147239263804,13.901840490797547,0.0
2018-01,Marinilla,Antioquia,All Providers Combined,8.764227642276422,3.3008130081300813,55.548780487804876,64.05284552845528,0.0
2018-01,Marinilla,Antioquia,Claro,15.291777777777778,6.810444444444444,56.55555555555556,14.0,0.0
2018-01,Marinilla,Antioquia,Tigo,6.121757575757575,3.0435454545454546,43.45454545454545,96.36363636363636,0.0
2018-01,Mariquita,Tolima,All Providers Combined,3.8157894736842106,1.2105263157894737,50.18421052631579,93.3157894736842,0.0
2018-01,Mariquita,Tolima,Tigo,2.9947974683544305,0.622746835443038,44.936708860759495,110.21518987341773,0.0
2018-01,Medellin,Antioquia,All Providers Combined,16.69185360094451,6.75206611570248,40.27508854781582,15.93034238488784,0.0
2018-01,Medellin,Antioquia,Avantel,18.516295762711863,5.976303389830509,28.32457627118644,21.70762711864407,0.0
2018-01,Medellin,Antioquia,Claro,18.958532005689896,7.6797942152679,61.6633475580844,11.163110478899952,0.0
2018-01,Medellin,Antioquia,Movistar,14.952418952618451,6.846445760598504,41.908977556109726,20.624064837905237,0.0
2018-01,Medellin,Antioquia,Tigo,15.73570116909039,6.897300541773595,31.535215283718276,18.35471913316225,0.0
2018-01,Melgar,Tolima,All Providers Combined,7.5,3.0,45.5,43.833333333333336,0.0
2018-01,Melgar,Tolima,Tigo,5.965010752688172,2.5667956989247314,46.44086021505376,104.08602150537635,0.0
2018-01,Mocoa,Putumayo,All Providers Combined,17.895522388059703,11.447761194029852,59.97014925373134,7.104477611940299,0.0
2018-01,Montenegro,Quindio,All Providers Combined,13.0,4.0,59.0,14.0,0.0
2018-01,Monterrey,Casanare,All Providers Combined,4.548387096774194,1.5161290322580645,46.0,61.0,0.0
2018-01,Montería,Cordoba,All Providers Combined,15.69205298013245,8.978476821192054,60.33774834437086,12.80794701986755,0.0
2018-01,Montería,Cordoba,Claro,27.96633333333333,12.111410256410258,63.297435897435896,7.574358974358974,0.0
2018-01,Montería,Cordoba,Movistar,8.431164705882352,8.972847058823529,64.0,23.847058823529412,0.0
2018-01,Montería,Cordoba,Tigo,10.771593984962406,9.268109022556391,39.83458646616541,22.725563909774436,0.0
2018-01,Mosquera,Cundinamarca,All Providers Combined,14.548837209302325,6.027906976744186,32.95813953488372,20.6046511627907,0.0
2018-01,Mosquera,Cundinamarca,Claro,16.076,7.606000000000001,50.0,8.0,0.0
2018-01,Neiva,Huila,All Providers Combined,13.538461538461538,6.9171597633136095,44.19132149901381,14.609467455621301,0.0
2018-01,Neiva,Huila,Claro,21.05835135135135,7.963027027027026,67.37837837837837,8.621621621621621,0.0
2018-01,Neiva,Huila,Movistar,17.37367213114754,7.516426229508197,36.5792349726776,15.0,0.0
2018-01,Neiva,Huila,Tigo,5.76622463768116,11.392579710144927,46.36231884057971,21.746376811594203,0.0
2018-01,Ocaña,North Santander,All Providers Combined,12.75,5.5,77.75,27.25,0.0
2018-01,Ocaña,North Santander,Movistar,15.965,6.273,79.0,21.0,0.0
2018-01,Ocaña,North Santander,Tigo,8.486170731707317,3.8270487804878046,66.58536585365853,138.5609756097561,0.0
2018-01,Pacho,Cundinamarca,All Providers Combined,6.636363636363637,2.038961038961039,61.324675324675326,81.0,0.0
2018-01,Paipa,Boyaca,All Providers Combined,6.833333333333333,5.533333333333333,58.166666666666664,57.5,0.0
2018-01,Palmira,Valle del Cauca,All Providers Combined,16.237704918032787,6.588114754098361,49.385245901639344,11.008196721311476,0.0
2018-01,Palmira,Valle del Cauca,Avantel,15.823,3.241,30.0,14.0,0.0
2018-01,Palmira,Valle del Cauca,Claro,16.353459183673472,7.240642857142858,69.37755102040816,9.0,0.0
2018-01,Palmira,Valle del Cauca,Movistar,15.738679245283018,6.800169811320755,39.45283018867924,7.613207547169812,0.0
2018-01,Palmira,Valle del Cauca,Tigo,19.8525,9.494964285714286,50.82142857142857,20.428571428571427,0.0
2018-01,Pamplona,North Santander,All Providers Combined,10.0,5.0,65.0,9.0,0.0
2018-01,Pasto,Narino,All Providers Combined,16.793893129770993,10.595419847328245,57.14885496183206,12.82824427480916,0.0
2018-01,Pasto,Narino,Claro,12.692903061224486,6.462102040816326,80.38265306122449,11.5,0.0
2018-01,Pasto,Narino,Movistar,16.78378064516129,13.528677419354837,45.87096774193548,8.72258064516129,0.0
2018-01,Pasto,Narino,Tigo,30.808793103448274,18.984068965517242,37.44827586206897,6.172413793103448,0.0
2018-01,Pereira,Risaralda,All Providers Combined,14.940298507462687,8.126865671641792,53.66417910447761,15.64179104477612,0.0
2018-01,Pereira,Risaralda,Claro,13.962864640883977,6.121591160220994,73.97790055248619,13.585635359116022,0.0
2018-01,Pereira,Risaralda,Movistar,22.11715037593985,13.982436090225566,48.097744360902254,9.097744360902256,0.0
2018-01,Pereira,Risaralda,Tigo,13.983777472527473,8.665642857142856,35.91483516483517,19.263736263736263,0.0
2018-01,Piedecuesta,Santander Department,All Providers Combined,9.249027237354085,5.311284046692607,62.93774319066148,27.17509727626459,0.0
2018-01,Piedecuesta,Santander Department,Movistar,8.083950495049505,4.471425742574258,58.445544554455445,22.14851485148515,0.0
2018-01,Piedecuesta,Santander Department,Tigo,14.904,8.987,60.0,15.0,0.0
2018-01,Pitalito,Huila,All Providers Combined,21.162790697674417,8.581395348837209,50.27906976744186,9.604651162790697,0.0
2018-01,Pitalito,Huila,Movistar,16.554,7.6579999999999995,41.0,15.0,0.0
2018-01,Popayán,Cauca Department,All Providers Combined,16.53125,9.96875,54.09375,13.875,0.0
2018-01,Popayán,Cauca Department,Claro,17.368577777777777,8.408833333333334,68.93333333333334,8.0,0.0
2018-01,Popayán,Cauca Department,Movistar,19.829142857142855,12.966857142857144,38.57142857142857,8.714285714285714,0.0
2018-01,Popayán,Cauca Department,Tigo,19.5715,14.461416666666668,52.666666666666664,16.25,0.0
2018-01,Puerto Boyacá,Boyaca,All Providers Combined,9.0,3.0,56.0,53.0,0.0
2018-01,Puerto Colombia,Atlantico,All Providers Combined,17.0,10.0,55.0,16.0,0.0
2018-01,Puerto Salgar,Cundinamarca,All Providers Combined,5.0,1.0,58.0,23.0,0.0
2018-01,Quibdó,Choco,All Providers Combined,7.412371134020619,5.144329896907217,79.60309278350516,23.185567010309278,0.0
2018-01,Quibdó,Choco,Claro,10.478082352941176,7.8480823529411765,81.10588235294118,9.0,0.0
2018-01,Quibdó,Choco,Tigo,2.669,1.7630000000000001,84.0,118.0,0.0
2018-01,Resto del departamento,Antioquia,All Providers Combined,9.561976549413735,3.476549413735343,61.90536013400335,48.550251256281406,0.0
2018-01,Resto del departamento,Antioquia,Avantel,11.326258064516127,3.0250999999999997,68.19677419354839,127.5516129032258,0.0
2018-01,Resto del departamento,Antioquia,Claro,12.735745874587456,4.315679867986798,80.02145214521452,40.98019801980198,0.0
2018-01,Resto del departamento,Antioquia,Movistar,8.920628514056224,3.669475903614458,67.84939759036145,0.0,0.0
2018-01,Resto del departamento,Antioquia,Tigo,9.21295292620865,3.9984363867684483,44.11577608142493,62.38549618320611,0.0
2018-01,Resto del departamento,Arauca,All Providers Combined,12.430769230769231,5.030769230769231,68.32307692307693,26.553846153846155,0.0
2018-01,Resto del departamento,Arauca,Avantel,3.2497499999999997,0.38974999999999993,63.75,101.75,0.0
2018-01,Resto del departamento,Arauca,Claro,15.3266875,8.26171875,70.5625,37.46875,0.0
2018-01,Resto del departamento,Arauca,Movistar,9.832782608695652,3.9415,73.21739130434783,53.47826086956522,0.0
2018-01,Resto del departamento,Atlantico,All Providers Combined,10.754237288135593,5.008474576271187,64.23728813559322,48.44915254237288,0.0
2018-01,Resto del departamento,Atlantico,Avantel,11.44544642857143,7.475125,69.55357142857143,14.553571428571429,0.0
2018-01,Resto del departamento,Atlantico,Claro,14.71642718446602,4.998563106796117,70.50485436893204,20.09223300970874,0.0
2018-01,Resto del departamento,Atlantico,Movistar,18.035253333333333,8.17148,64.52,21.666666666666668,0.0
2018-01,Resto del departamento,Atlantico,Tigo,12.325010526315785,7.251531578947367,40.04210526315789,49.56842105263158,0.0
2018-01,Resto del departamento,Bolivar,All Providers Combined,6.7338501291989665,3.0387596899224807,82.74160206718346,91.42377260981912,0.0
2018-01,Resto del departamento,Bolivar,Avantel,5.967058823529412,2.155823529411765,66.94117647058823,123.17647058823529,0.0
2018-01,Resto del departamento,Bolivar,Claro,9.562054687500002,3.2270625,99.765625,57.515625,0.0
2018-01,Resto del departamento,Bolivar,Movistar,4.8113205128205125,3.502615384615384,108.44871794871794,0.0,0.0
2018-01,Resto del departamento,Bolivar,Tigo,6.126728813559323,3.476279661016949,73.66525423728814,152.8728813559322,0.0
2018-01,Resto del departamento,Boyaca,All Providers Combined,7.12,2.2576,70.1424,0.0,0.0
