Aggregate Date;municipio;region;connection_type;provider;test_count;performance_sample_count;mean_download_speed_mbps;download_speed;mean_upload_mbps;upload_speed;latency;jitter;mes;año;periodo;sample_count;mean_download_mbps;mean_latency_ms;mean_jitter
2022-06-01;YOTOCO;Valle del Cauca;All Fixed;All Providers Combined;787;300.0;101.168;32.469;91.134;29.866;23.0;7.0;6;2022;2022-06;;;;
2022-11-01;LA FLORIDA;Narino;All Fixed;All Providers Combined;613;253.0;94.116;49.272;91.035;70.075;25.0;3.0;11;2022;2022-11;;;;
2022-10-01;LA PLATA;Huila;All Fixed;All Providers Combined;1117;238.0;34.871;10.036;30.031;10.221;21.0;16.0;10;2022;2022-10;;;;
2022-05-01;SORACA;Boyaca;All Fixed;All Providers Combined;44;8.0;20.787;19.901;19.287;15.348;29.0;24.0;5;2022;2022-05;;;;
2022-07-01;EL ROSAL;Cundinamarca;All Fixed;All Providers Combined;520;201.0;88.655;39.686;83.83;36.451;8.0;6.0;7;2022;2022-07;;;;
2022-11-01;FIRAVITOBA;Boyaca;All Fixed;All Providers Combined;118;57.0;44.987;26.827;40.721;16.592;17.0;7.0;11;2022;2022-11;;;;
2022-12-01;FLORIDABLANCA;Santander Department;All Fixed;All Providers Combined;12162;3915.0;146.31;116.42;97.139;34.585;16.0;6.0;12;2022;2022-12;;;;
2022-04-01;OLAYA HERRERA;Narino;All Fixed;All Providers Combined;45;8.0;4.04;4.367;4.669;4.586;19.0;53.0;4;2022;2022-04;;;;
2022-02-01;JENESANO;Boyaca;All Fixed;All Providers Combined;141;47.0;43.599;37.95;39.33;32.868;5.0;3.0;2;2022;2022-02;;;;
2022-10-01;BECERRIL;Cesar;All Fixed;All Providers Combined;62;24.0;31.662;30.472;36.937;30.743;6.0;6.0;10;2022;2022-10;;;;
2022-10-01;ENTRERRIOS;Antioquia;All Fixed;All Providers Combined;392;158.0;58.164;29.996;59.621;27.431;24.0;8.0;10;2022;2022-10;;;;
2022-10-01;BETULIA;Antioquia;All Fixed;All Providers Combined;472;116.0;17.813;9.493;18.489;9.902;13.0;10.0;10;2022;2022-10;;;;
2022-12-01;LA MACARENA;Meta;All Fixed;All Providers Combined;164;64.0;60.903;11.961;64.027;14.136;16.0;6.0;12;2022;2022-12;;;;
2022-01-01;PUERTO COLOMBIA;Atlantico;All Fixed;All Providers Combined;478;146.0;46.224;22.701;19.248;8.831;14.0;10.0;1;2022;2022-01;;;;
2022-11-01;BUGALAGRANDE;Valle del Cauca;All Fixed;All Providers Combined;281;121.0;41.071;24.228;35.82;26.168;15.0;7.0;11;2022;2022-11;;;;
2022-11-01;CHARTA;Santander Department;All Fixed;All Providers Combined;620;151.0;53.753;31.545;50.854;32.823;13.0;5.0;11;2022;2022-11;;;;
2022-12-01;SUCRE;Sucre;All Fixed;All Providers Combined;62;29.0;34.092;10.76;20.038;11.185;24.0;18.0;12;2022;2022-12;;;;
2022-04-01;FREDONIA;Antioquia;All Fixed;All Providers Combined;65;36.0;45.585;13.826;22.581;9.359;19.0;7.0;4;2022;2022-04;;;;
2022-04-01;CUMARAL;Meta;All Fixed;All Providers Combined;217;71.0;38.971;16.328;51.673;11.417;9.0;11.0;4;2022;2022-04;;;;
2022-11-01;FUNES;Narino;All Fixed;All Providers Combined;180;64.0;32.505;12.513;37.679;15.612;22.0;20.0;11;2022;2022-11;;;;
2022-01-01;SAN ANDRES DE SOTAVENTO;Cordoba;All Fixed;All Providers Combined;305;45.0;11.026;5.622;7.738;3.88;26.0;15.0;1;2022;2022-01;;;;
2022-06-01;VENADILLO;Tolima;All Fixed;All Providers Combined;232;54.0;40.407;23.186;31.711;25.339;14.0;2.0;6;2022;2022-06;;;;
2022-11-01;TURBACO;Bolivar;All Fixed;All Providers Combined;1458;486.0;90.521;48.963;41.025;18.851;15.0;8.0;11;2022;2022-11;;;;
2022-05-01;MANATI;Atlantico;All Fixed;All Providers Combined;138;35.0;28.071;31.45;19.326;16.236;13.0;21.0;5;2022;2022-05;;;;
2022-05-01;EL CARMEN DE CHUCURI;Santander Department;All Fixed;All Providers Combined;482;188.0;58.779;19.895;49.764;15.048;15.0;5.0;5;2022;2022-05;;;;
2022-08-01;LA JAGUA DE IBIRICO;Cesar;All Fixed;All Providers Combined;300;40.0;21.223;19.536;24.351;26.309;8.0;9.0;8;2022;2022-08;;;;
2022-09-01;PUERTO PARRA;Santander Department;All Fixed;All Providers Combined;55;23.0;40.771;20.598;24.826;18.249;25.0;9.0;9;2022;2022-09;;;;
2022-10-01;OPORAPA;Huila;All Fixed;All Providers Combined;804;249.0;45.781;12.238;44.997;15.429;20.0;12.0;10;2022;2022-10;;;;
2022-05-01;EL TAMBO;Narino;All Fixed;All Providers Combined;282;125.0;49.935;13.782;59.428;9.584;15.0;10.0;5;2022;2022-05;;;;
2022-09-01;RAMIRIQUI;Boyaca;All Fixed;All Providers Combined;302;128.0;49.481;20.977;42.179;14.96;9.0;5.0;9;2022;2022-09;;;;
2022-10-01;YOPAL;Casanare;All Fixed;All Providers Combined;3883;989.0;68.962;35.927;36.876;24.052;14.0;8.0;10;2022;2022-10;;;;
2022-10-01;BELEN DE LOS ANDAQUIES;Caquetá;All Fixed;All Providers Combined;208;57.0;16.368;16.484;18.913;21.187;17.0;9.0;10;2022;2022-10;;;;
2022-11-01;CURILLO;Caquetá;All Fixed;All Providers Combined;103;24.0;14.991;12.792;13.451;8.095;33.0;31.0;11;2022;2022-11;;;;
2022-02-01;SAN LUIS;Antioquia;All Fixed;All Providers Combined;143;46.0;32.731;8.401;17.71;1.281;25.0;17.0;2;2022;2022-02;;;;
2022-05-01;NEIVA;Huila;All Fixed;All Providers Combined;28932;6271.0;69.164;37.233;24.198;16.989;26.0;16.0;5;2022;2022-05;;;;
2022-01-01;TOTA;Boyaca;All Fixed;All Providers Combined;34;26.0;18.383;7.22;17.71;6.388;14.0;12.0;1;2022;2022-01;;;;
2022-03-01;PALMAR DE VARELA;Atlantico;All Fixed;All Providers Combined;95;29.0;21.754;8.483;12.793;5.522;43.0;17.0;3;2022;2022-03;;;;
2022-05-01;PASTO;Narino;All Fixed;All Providers Combined;24254;5230.0;78.45;46.001;38.678;18.306;27.0;12.0;5;2022;2022-05;;;;
2022-06-01;VICTORIA;Caldas;All Fixed;All Providers Combined;142;49.0;35.7;16.945;17.236;9.358;11.0;14.0;6;2022;2022-06;;;;
2022-10-01;CAQUEZA;Cundinamarca;All Fixed;All Providers Combined;236;99.0;77.571;18.342;80.67;15.27;8.0;7.0;10;2022;2022-10;;;;
2022-02-01;EL PLAYON;Santander Department;All Fixed;All Providers Combined;35;19.0;27.557;5.355;21.515;3.696;16.0;11.0;2;2022;2022-02;;;;
2022-02-01;PARAMO;Santander Department;All Fixed;All Providers Combined;421;147.0;35.186;14.067;23.833;6.222;15.0;7.0;2;2022;2022-02;;;;
2022-12-01;GRANADA;Antioquia;All Fixed;All Providers Combined;403;147.0;175.507;82.034;66.12;53.61;7.0;2.0;12;2022;2022-12;;;;
2022-03-01;PLANETA RICA;Cordoba;All Fixed;All Providers Combined;362;113.0;31.07;18.251;22.067;13.493;26.0;11.0;3;2022;2022-03;;;;
2022-09-01;PUERTO TRIUNFO;Antioquia;All Fixed;All Providers Combined;178;38.0;19.656;8.048;15.7;5.147;28.0;26.0;9;2022;2022-09;;;;
2022-07-01;SANTA ROSA;Cauca Department;All Fixed;All Providers Combined;80;42.0;62.266;48.85;49.642;48.411;20.0;3.0;7;2022;2022-07;;;;
2022-05-01;PARAMO;Santander Department;All Fixed;All Providers Combined;58;6.0;17.96;10.596;24.248;7.583;17.0;10.0;5;2022;2022-05;;;;
2022-10-01;COYAIMA;Tolima;All Fixed;All Providers Combined;89;39.0;31.697;25.867;37.29;31.339;47.0;8.0;10;2022;2022-10;;;;
2022-11-01;SAPUYES;Narino;All Fixed;All Providers Combined;39;12.0;108.781;82.072;106.443;76.611;32.0;14.0;11;2022;2022-11;;;;
2022-11-01;SEGOVIA;Antioquia;All Fixed;All Providers Combined;179;37.0;5.337;3.608;8.449;5.386;27.0;91.0;11;2022;2022-11;;;;
2022-06-01;PAIPA;Boyaca;All Fixed;All Providers Combined;373;108.0;49.066;24.589;20.102;16.461;18.0;13.0;6;2022;2022-06;;;;
2022-09-01;PAMPLONA;North Santander;All Fixed;All Providers Combined;1327;300.0;32.272;11.375;26.726;10.808;21.0;20.0;9;2022;2022-09;;;;
2022-12-01;ALVARADO;Tolima;All Fixed;All Providers Combined;55;21.0;25.59;10.581;14.871;10.617;21.0;10.0;12;2022;2022-12;;;;
2022-01-01;GUARNE;Antioquia;All Fixed;All Providers Combined;4686;1397.0;61.03;28.977;41.449;21.456;12.0;6.0;1;2022;2022-01;;;;
2022-02-01;MONTELIBANO;Cordoba;All Fixed;All Providers Combined;1092;320.0;25.011;11.668;26.463;16.808;26.0;13.0;2;2022;2022-02;;;;
2022-06-01;MESETAS;Meta;All Fixed;All Providers Combined;30;9.0;9.68;7.726;6.945;5.153;8.0;8.0;6;2022;2022-06;;;;
2022-09-01;CASTILLA LA NUEVA;Meta;All Fixed;All Providers Combined;250;59.0;33.187;10.834;36.059;7.782;18.0;11.0;9;2022;2022-09;;;;
2022-12-01;SAN LUIS DE PALENQUE;Casanare;All Fixed;All Providers Combined;47;16.0;11.573;8.375;9.751;3.655;16.0;14.0;12;2022;2022-12;;;;
2022-12-01;PIENDAMO;Cauca Department;All Fixed;All Providers Combined;231;59.0;47.648;12.549;37.718;7.471;14.0;12.0;12;2022;2022-12;;;;
2022-10-01;FUNZA;Cundinamarca;All Fixed;All Providers Combined;4094;971.0;113.781;84.581;60.509;27.091;9.0;6.0;10;2022;2022-10;;;;
2022-04-01;TESALIA;Huila;All Fixed;All Providers Combined;59;28.0;12.862;7.104;4.96;0.784;46.0;38.0;4;2022;2022-04;;;;
2022-04-01;PURIFICACION;Tolima;All Fixed;All Providers Combined;187;36.0;21.9;11.487;21.303;11.825;19.0;27.0;4;2022;2022-04;;;;
2022-11-01;SANTAFE DE ANTIOQUIA;Antioquia;All Fixed;All Providers Combined;503;197.0;91.513;36.048;49.628;23.932;5.0;5.0;11;2022;2022-11;;;;
2022-03-01;VISTAHERMOSA;Meta;All Fixed;All Providers Combined;97;19.0;10.63;8.954;10.133;6.407;11.0;20.0;3;2022;2022-03;;;;
2022-08-01;RICAURTE;Narino;All Fixed;All Providers Combined;261;20.0;10.263;7.491;12.928;7.258;28.0;32.0;8;2022;2022-08;;;;
2022-11-01;SANTA ROSA;Cauca Department;All Fixed;All Providers Combined;149;40.0;78.385;38.558;62.438;48.131;19.0;8.0;11;2022;2022-11;;;;
2022-01-01;EL TARRA;North Santander;All Fixed;All Providers Combined;259;12.0;5.914;4.471;3.026;1.758;63.0;82.0;1;2022;2022-01;;;;
2022-04-01;FUQUENE;Cundinamarca;All Fixed;All Providers Combined;111;37.0;45.682;13.975;40.41;15.624;17.0;17.0;4;2022;2022-04;;;;
2022-05-01;VALLE DEL GUAMUEZ;Putumayo;All Fixed;All Providers Combined;648;131.0;23.257;16.407;29.498;26.609;29.0;14.0;5;2022;2022-05;;;;
2022-11-01;PAIPA;Boyaca;All Fixed;All Providers Combined;1055;453.0;60.091;35.134;58.318;31.746;10.0;5.0;11;2022;2022-11;;;;
2022-12-01;CONCEPCION;Antioquia;All Fixed;All Providers Combined;400;186.0;240.087;94.545;79.555;81.612;7.0;2.0;12;2022;2022-12;;;;
2022-06-01;GIRARDOTA;Antioquia;All Fixed;All Providers Combined;2435;816.0;119.992;85.833;50.824;20.243;10.0;5.0;6;2022;2022-06;;;;
2022-06-01;EL CARMEN DE CHUCURI;Santander Department;All Fixed;All Providers Combined;554;216.0;44.297;13.43;38.092;9.599;15.0;5.0;6;2022;2022-06;;;;
2022-01-01;VIRACACHA;Boyaca;All Fixed;All Providers Combined;91;32.0;40.248;29.968;30.577;27.67;5.0;3.0;1;2022;2022-01;;;;
2022-09-01;SAN ANDRES;San Andrés and Providencia;All Fixed;All Providers Combined;1799;320.0;70.223;22.171;64.538;18.429;26.0;8.0;9;2022;2022-09;;;;
2022-02-01;BUCARAMANGA;Santander Department;All Fixed;All Providers Combined;68419;20953.0;102.372;70.584;62.963;21.623;27.0;6.0;2;2022;2022-02;;;;
2022-10-01;ALBAN;Cundinamarca;All Fixed;All Providers Combined;42;10.0;6.838;5.549;3.308;2.854;32.0;71.0;10;2022;2022-10;;;;
2022-11-01;UBMITA;Boyaca;All Fixed;All Providers Combined;76;29.0;111.109;41.127;108.65;48.01;8.0;12.0;11;2022;2022-11;;;;
2022-05-01;AMAGA;Antioquia;All Fixed;All Providers Combined;857;138.0;17.556;13.057;18.432;15.569;14.0;22.0;5;2022;2022-05;;;;
2022-07-01;PIEDECUESTA;Santander Department;All Fixed;All Providers Combined;5776;1583.0;112.405;91.302;58.684;24.648;27.0;5.0;7;2022;2022-07;;;;
2022-11-01;BELEN DE UMBRIA;Risaralda;All Fixed;All Providers Combined;80;23.0;54.764;5.759;62.909;5.939;21.0;21.0;11;2022;2022-11;;;;
2022-02-01;AMBALEMA;Tolima;All Fixed;All Providers Combined;518;162.0;30.047;9.076;15.37;7.32;19.0;12.0;2;2022;2022-02;;;;
2022-10-01;CORDOBA;Quindio;All Fixed;All Providers Combined;118;28.0;83.516;50.804;57.531;44.139;27.0;15.0;10;2022;2022-10;;;;
2022-03-01;JARDIN;Antioquia;All Fixed;All Providers Combined;360;89.0;24.091;9.919;20.737;15.828;18.0;13.0;3;2022;2022-03;;;;
2022-06-01;MUTISCUA;North Santander;All Fixed;All Providers Combined;153;76.0;135.355;56.117;104.225;35.826;19.0;3.0;6;2022;2022-06;;;;
2022-09-01;CAUCASIA;Antioquia;All Fixed;All Providers Combined;841;248.0;55.269;27.226;21.517;12.494;18.0;10.0;9;2022;2022-09;;;;
2022-11-01;CANTON DEL SAN PABLO;Choco;All Fixed;All Providers Combined;34;2.0;8.67;8.67;8.473;8.473;21.0;46.0;11;2022;2022-11;;;;
2022-01-01;BUENAVISTA;Sucre;All Fixed;All Providers Combined;35;10.0;6.635;4.838;7.187;5.41;17.0;42.0;1;2022;2022-01;;;;
2022-02-01;ALVARADO;Tolima;All Fixed;All Providers Combined;139;42.0;58.401;17.825;45.615;14.052;14.0;10.0;2;2022;2022-02;;;;
2022-06-01;BELEN;Narino;All Fixed;All Providers Combined;31;9.0;4.355;2.607;3.148;1.77;38.0;10.0;6;2022;2022-06;;;;
2022-06-01;CIUDAD BOLIVAR;Antioquia;All Fixed;All Providers Combined;183;56.0;52.369;19.547;34.924;20.435;16.0;10.0;6;2022;2022-06;;;;
2022-09-01;CHOACHI;Cundinamarca;All Fixed;All Providers Combined;399;100.0;61.371;10.019;59.825;7.787;17.0;12.0;9;2022;2022-09;;;;
2022-08-01;BARBOSA;Santander Department;All Fixed;All Providers Combined;334;68.0;17.429;14.552;7.87;6.359;11.0;23.0;8;2022;2022-08;;;;
2022-05-01;LOS ROBLES LA PAZ;Cesar;All Fixed;All Providers Combined;36;8.0;5.998;5.238;5.71;1.836;25.0;24.0;5;2022;2022-05;;;;
2022-01-01;CONTRATACION;Santander Department;All Fixed;All Providers Combined;49;24.0;22.196;14.094;23.975;19.005;15.0;7.0;1;2022;2022-01;;;;
2022-03-01;LINARES;Narino;All Fixed;All Providers Combined;556;176.0;65.248;17.899;46.968;9.561;27.0;8.0;3;2022;2022-03;;;;
2022-04-01;LA VIRGINIA;Risaralda;All Fixed;All Providers Combined;288;58.0;48.261;32.054;19.129;9.846;20.0;8.0;4;2022;2022-04;;;;
2022-11-01;MARSELLA;Risaralda;All Fixed;All Providers Combined;602;208.0;55.959;28.362;36.833;18.834;11.0;7.0;11;2022;2022-11;;;;
2022-08-01;CHIA;Cundinamarca;All Fixed;All Providers Combined;26760;8761.0;118.735;92.103;54.187;31.261;10.0;6.0;8;2022;2022-08;;;;
2022-11-01;GUAPOTA;Santander Department;All Fixed;All Providers Combined;37;10.0;21.513;9.508;18.972;4.836;12.0;17.0;11;2022;2022-11;;;;
2022-04-01;SABANAGRANDE;Atlantico;All Fixed;All Providers Combined;144;42.0;16.382;9.439;9.343;6.019;45.0;16.0;4;2022;2022-04;;;;
2022-09-01;NORCASIA;Caldas;All Fixed;All Providers Combined;80;35.0;24.018;12.569;19.771;9.844;14.0;11.0;9;2022;2022-09;;;;
2022-10-01;TAME;Arauca;All Fixed;All Providers Combined;1031;221.0;38.294;19.308;32.231;14.484;16.0;7.0;10;2022;2022-10;;;;
2022-11-01;SANTA ROSA DE OSOS;Antioquia;All Fixed;All Providers Combined;1621;605.0;145.374;64.304;62.444;38.851;11.0;3.0;11;2022;2022-11;;;;
2022-04-01;MALAMBO;Atlantico;All Fixed;All Providers Combined;453;157.0;57.021;28.381;10.548;10.138;11.0;6.0;4;2022;2022-04;;;;
2022-09-01;MANZANARES;Caldas;All Fixed;All Providers Combined;622;164.0;37.015;24.093;33.009;17.334;23.0;20.0;9;2022;2022-09;;;;
2022-12-01;FUNDACION;Magdalena;All Fixed;All Providers Combined;998;162.0;17.694;10.021;8.42;4.62;31.0;10.0;12;2022;2022-12;;;;
2022-03-01;SOACHA;Cundinamarca;All Fixed;All Providers Combined;34178;10669.0;89.388;68.697;49.693;21.853;10.0;6.0;3;2022;2022-03;;;;
2022-05-01;ACACIAS;Meta;All Fixed;All Providers Combined;1981;450.0;68.532;30.31;44.118;21.542;14.0;7.0;5;2022;2022-05;;;;
2022-09-01;CUMBAL;Narino;All Fixed;All Providers Combined;41;13.0;26.825;18.4;19.365;15.304;33.0;20.0;9;2022;2022-09;;;;
2022-12-01;ANDES;Antioquia;All Fixed;All Providers Combined;69;24.0;8.995;7.606;6.689;2.836;30.0;16.0;12;2022;2022-12;;;;
2022-10-01;CRAVO NORTE;Arauca;All Fixed;All Providers Combined;285;33.0;57.485;8.386;93.548;9.773;17.0;3.0;10;2022;2022-10;;;;
2022-11-01;POLONUEVO;Atlantico;All Fixed;All Providers Combined;30;16.0;110.972;68.931;157.62;129.275;6.0;3.0;11;2022;2022-11;;;;
2022-02-01;RIVERA;Huila;All Fixed;All Providers Combined;478;191.0;32.978;10.608;33.443;11.378;26.0;12.0;2;2022;2022-02;;;;
2022-07-01;BUENAVISTA;Boyaca;All Fixed;All Providers Combined;65;23.0;67.257;54.874;42.976;36.551;10.0;2.0;7;2022;2022-07;;;;
2022-08-01;ARGELIA;Antioquia;All Fixed;All Providers Combined;52;30.0;160.108;89.393;102.275;43.019;5.0;1.0;8;2022;2022-08;;;;
2022-01-01;CAREPA;Antioquia;All Fixed;All Providers Combined;394;90.0;45.406;33.806;14.775;10.536;17.0;9.0;1;2022;2022-01;;;;
2022-02-01;SUCRE;Sucre;All Fixed;All Providers Combined;182;66.0;40.03;14.998;14.574;6.216;39.0;10.0;2;2022;2022-02;;;;
2022-09-01;SAN BENITO ABAD;Sucre;All Fixed;All Providers Combined;54;29.0;69.944;23.229;27.119;11.578;33.0;3.0;9;2022;2022-09;;;;
2022-01-01;PINCHOTE;Santander Department;All Fixed;All Providers Combined;937;211.0;20.917;7.475;16.59;3.736;13.0;12.0;1;2022;2022-01;;;;
2022-08-01;MANTA;Cundinamarca;All Fixed;All Providers Combined;54;10.0;22.982;15.399;36.783;24.06;6.0;25.0;8;2022;2022-08;;;;
2022-01-01;CISNEROS;Antioquia;All Fixed;All Providers Combined;219;65.0;11.571;5.267;15.043;6.628;23.0;19.0;1;2022;2022-01;;;;
2022-04-01;LA FLORIDA;Narino;All Fixed;All Providers Combined;316;123.0;73.204;20.022;50.56;9.809;20.0;8.0;4;2022;2022-04;;;;
2022-03-01;CERRO SAN ANTONIO;Magdalena;All Fixed;All Providers Combined;65;17.0;33.94;10.179;47.055;32.645;14.0;4.0;3;2022;2022-03;;;;
2022-08-01;RISARALDA;Caldas;All Fixed;All Providers Combined;33;11.0;11.077;8.388;8.004;3.735;22.0;31.0;8;2022;2022-08;;;;
2022-06-01;OVEJAS;Sucre;All Fixed;All Providers Combined;79;20.0;9.814;6.881;5.467;4.271;37.0;10.0;6;2022;2022-06;;;;
2022-06-01;TOTORO;Cauca Department;All Fixed;All Providers Combined;103;29.0;73.692;8.931;37.853;5.787;19.0;22.0;6;2022;2022-06;;;;
2022-04-01;LA MACARENA;Meta;All Fixed;All Providers Combined;134;18.0;4.882;3.944;7.679;5.675;43.0;87.0;4;2022;2022-04;;;;
2022-09-01;ANZOATEGUI;Tolima;All Fixed;All Providers Combined;305;77.0;66.125;25.379;59.678;30.329;10.0;6.0;9;2022;2022-09;;;;
2022-11-01;ARANZAZU;Caldas;All Fixed;All Providers Combined;96;15.0;28.729;8.662;25.584;6.168;14.0;9.0;11;2022;2022-11;;;;
2022-01-01;RIO VIEJO;Bolivar;All Fixed;All Providers Combined;32;9.0;6.42;5.313;1.679;1.381;32.0;22.0;1;2022;2022-01;;;;
2022-01-01;GAMBITA;Santander Department;All Fixed;All Providers Combined;228;82.0;24.556;8.789;25.088;6.795;14.0;21.0;1;2022;2022-01;;;;
2022-06-01;PRADO;Tolima;All Fixed;All Providers Combined;112;12.0;10.355;6.461;9.131;9.511;22.0;55.0;6;2022;2022-06;;;;
2022-10-01;VILLETA;Cundinamarca;All Fixed;All Providers Combined;322;122.0;132.731;77.573;114.176;59.401;7.0;4.0;10;2022;2022-10;;;;
2022-10-01;TUTA;Boyaca;All Fixed;All Providers Combined;952;361.0;62.076;35.418;64.182;37.224;9.0;6.0;10;2022;2022-10;;;;
2022-11-01;GUADALUPE;Antioquia;All Fixed;All Providers Combined;141;79.0;215.953;142.074;83.319;89.187;8.0;2.0;11;2022;2022-11;;;;
2022-03-01;ARGELIA;Cauca Department;All Fixed;All Providers Combined;504;92.0;27.078;10.178;27.373;9.044;10.0;14.0;3;2022;2022-03;;;;
2022-12-01;SUAITA;Santander Department;All Fixed;All Providers Combined;124;47.0;57.744;26.863;28.946;15.264;20.0;9.0;12;2022;2022-12;;;;
2022-08-01;GARAGOA;Boyaca;All Fixed;All Providers Combined;305;107.0;28.464;16.916;28.621;17.802;7.0;8.0;8;2022;2022-08;;;;
2022-05-01;LURUACO;Atlantico;All Fixed;All Providers Combined;300;77.0;50.013;16.973;24.897;7.769;19.0;10.0;5;2022;2022-05;;;;
2022-08-01;FORTUL;Arauca;All Fixed;All Providers Combined;168;43.0;44.71;40.737;38.637;14.984;14.0;4.0;8;2022;2022-08;;;;
2022-09-01;ULLOA;Valle del Cauca;All Fixed;All Providers Combined;33;16.0;89.435;18.392;13.834;12.651;36.0;3.0;9;2022;2022-09;;;;
2022-10-01;SAN DIEGO;Cesar;All Fixed;All Providers Combined;36;8.0;24.188;27.327;24.482;27.932;6.0;4.0;10;2022;2022-10;;;;
2022-10-01;BUCARAMANGA;Santander Department;All Fixed;All Providers Combined;53966;17304.0;130.638;93.48;97.285;34.433;17.0;5.0;10;2022;2022-10;;;;
2022-12-01;LENGUAZAQUE;Cundinamarca;All Fixed;All Providers Combined;214;87.0;32.222;9.426;26.851;8.58;17.0;18.0;12;2022;2022-12;;;;
2022-03-01;SAN ALBERTO;Cesar;All Fixed;All Providers Combined;738;127.0;19.9;10.748;18.424;10.659;15.0;11.0;3;2022;2022-03;;;;
2022-03-01;MARIA LA BAJA;Bolivar;All Fixed;All Providers Combined;54;23.0;10.052;5.481;9.561;3.906;28.0;25.0;3;2022;2022-03;;;;
2022-10-01;YUMBO;Valle del Cauca;All Fixed;All Providers Combined;3581;1311.0;97.455;50.902;63.115;30.377;17.0;7.0;10;2022;2022-10;;;;
2022-12-01;CAJICA;Cundinamarca;All Fixed;All Providers Combined;8413;3061.0;146.249;117.617;107.916;41.933;7.0;5.0;12;2022;2022-12;;;;
2022-11-01;AGUA DE DIOS;Cundinamarca;All Fixed;All Providers Combined;204;82.0;82.373;40.487;27.575;30.576;14.0;9.0;11;2022;2022-11;;;;
2022-03-01;CHAPARRAL;Tolima;All Fixed;All Providers Combined;208;73.0;11.349;7.764;11.575;5.762;25.0;21.0;3;2022;2022-03;;;;
2022-04-01;RIONEGRO;Santander Department;All Fixed;All Providers Combined;1909;646.0;86.548;21.513;63.631;17.439;33.0;7.0;4;2022;2022-04;;;;
2022-05-01;CARAMANTA;Antioquia;All Fixed;All Providers Combined;1041;493.0;46.497;37.026;8.376;8.087;17.0;6.0;5;2022;2022-05;;;;
2022-07-01;TINJACA;Boyaca;All Fixed;All Providers Combined;46;17.0;12.581;8.627;9.154;8.958;10.0;35.0;7;2022;2022-07;;;;
2022-09-01;SUESCA;Cundinamarca;All Fixed;All Providers Combined;144;40.0;24.457;6.559;20.325;6.224;20.0;29.0;9;2022;2022-09;;;;
2022-02-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;15439;4142.0;89.943;58.22;48.538;18.899;17.0;6.0;2;2022;2022-02;;;;
2022-04-01;SAN ALBERTO;Cesar;All Fixed;All Providers Combined;890;157.0;19.833;10.234;19.568;12.666;18.0;12.0;4;2022;2022-04;;;;
2022-10-01;ALGARROBO;Magdalena;All Fixed;All Providers Combined;41;14.0;86.213;85.516;46.841;46.64;20.0;40.0;10;2022;2022-10;;;;
2022-10-01;TERUEL;Huila;All Fixed;All Providers Combined;343;45.0;19.933;19.716;15.109;10.882;20.0;13.0;10;2022;2022-10;;;;
2022-05-01;TARSO;Antioquia;All Fixed;All Providers Combined;38;16.0;16.81;9.224;13.275;1.894;33.0;21.0;5;2022;2022-05;;;;
2022-09-01;PIEDRAS;Tolima;All Fixed;All Providers Combined;707;338.0;54.561;44.923;8.824;9.68;16.0;6.0;9;2022;2022-09;;;;
2022-11-01;PLANETA RICA;Cordoba;All Fixed;All Providers Combined;369;84.0;22.96;15.681;27.925;20.737;27.0;14.0;11;2022;2022-11;;;;
2022-12-01;LA PLATA;Huila;All Fixed;All Providers Combined;941;319.0;54.367;17.378;53.257;19.373;16.0;8.0;12;2022;2022-12;;;;
2022-09-01;SAN LUIS;Antioquia;All Fixed;All Providers Combined;502;191.0;153.914;84.594;88.925;48.182;12.0;2.0;9;2022;2022-09;;;;
2022-09-01;MORALES;Cauca Department;All Fixed;All Providers Combined;175;66.0;30.477;10.722;21.781;8.041;8.0;16.0;9;2022;2022-09;;;;
2022-03-01;OCANA;North Santander;All Fixed;All Providers Combined;435;86.0;24.799;6.826;22.152;0.917;41.0;34.0;3;2022;2022-03;;;;
2022-02-01;GUADALAJARA DE BUGA;Valle del Cauca;All Fixed;All Providers Combined;5141;1753.0;87.513;48.437;66.587;19.83;19.0;5.0;2;2022;2022-02;;;;
2022-08-01;EL PAUJIL;Caquetá;All Fixed;All Providers Combined;39;14.0;17.008;14.223;14.803;11.099;14.0;12.0;8;2022;2022-08;;;;
2022-09-01;APARTADO;Antioquia;All Fixed;All Providers Combined;1920;519.0;97.157;63.141;41.841;18.468;18.0;8.0;9;2022;2022-09;;;;
2022-10-01;YACOPI;Cundinamarca;All Fixed;All Providers Combined;159;76.0;54.401;29.884;36.74;28.96;10.0;4.0;10;2022;2022-10;;;;
2022-11-01;RIOBLANCO;Tolima;All Fixed;All Providers Combined;127;37.0;122.119;69.632;87.893;34.976;23.0;15.0;11;2022;2022-11;;;;
2022-07-01;DAGUA;Valle del Cauca;All Fixed;All Providers Combined;998;227.0;53.294;19.045;42.188;10.785;18.0;10.0;7;2022;2022-07;;;;
2022-10-01;BELLO;Antioquia;All Fixed;All Providers Combined;19051;6288.0;129.401;94.811;32.177;23.552;10.0;5.0;10;2022;2022-10;;;;
2022-09-01;VENADILLO;Tolima;All Fixed;All Providers Combined;158;43.0;75.332;16.228;85.228;17.853;11.0;8.0;9;2022;2022-09;;;;
2022-04-01;SAN MARTIN;Meta;All Fixed;All Providers Combined;271;102.0;18.639;9.161;20.197;9.763;10.0;5.0;4;2022;2022-04;;;;
