Aggregate Date;municipio;region;connection_type;provider;test_count;performance_sample_count;mean_download_speed_mbps;download_speed;mean_upload_mbps;upload_speed;latency;jitter;mes;año;periodo;sample_count;mean_download_mbps;mean_latency_ms;mean_jitter
2022-09-01;BARRANCABERMEJA;Santander Department;All Fixed;All Providers Combined;6572;1679.0;95.135;62.591;28.768;17.571;30.0;7.0;9;2022;2022-09;;;;
2022-08-01;AGUSTIN CODAZZI;Cesar;All Fixed;All Providers Combined;714;95.0;44.007;33.384;24.038;12.822;27.0;7.0;8;2022;2022-08;;;;
2022-04-01;CHAGUANI;Cundinamarca;All Fixed;All Providers Combined;50;29.0;89.886;63.176;86.895;25.119;8.0;2.0;4;2022;2022-04;;;;
2022-09-01;GUARNE;Antioquia;All Fixed;All Providers Combined;2859;883.0;97.752;45.262;64.847;29.724;10.0;4.0;9;2022;2022-09;;;;
2022-02-01;LA TEBAIDA;Quindio;All Fixed;All Providers Combined;342;111.0;54.964;35.716;33.287;11.114;23.0;7.0;2;2022;2022-02;;;;
2022-03-01;TARQUI;Huila;All Fixed;All Providers Combined;296;113.0;25.199;7.263;17.563;3.16;34.0;18.0;3;2022;2022-03;;;;
2022-04-01;BELEN DE LOS ANDAQUIES;Caquetá;All Fixed;All Providers Combined;112;17.0;18.866;8.671;13.648;3.901;23.0;22.0;4;2022;2022-04;;;;
2022-05-01;SANTA ROSA DE CABAL;Risaralda;All Fixed;All Providers Combined;5866;1844.0;97.441;66.425;32.348;21.103;24.0;9.0;5;2022;2022-05;;;;
2022-07-01;LA VIRGINIA;Risaralda;All Fixed;All Providers Combined;341;53.0;69.115;54.07;15.429;11.324;22.0;9.0;7;2022;2022-07;;;;
2022-08-01;SAMANA;Caldas;All Fixed;All Providers Combined;269;89.0;46.43;16.526;27.827;12.54;17.0;15.0;8;2022;2022-08;;;;
2022-01-01;PENSILVANIA;Caldas;All Fixed;All Providers Combined;124;32.0;15.954;13.314;13.544;13.433;19.0;8.0;1;2022;2022-01;;;;
2022-03-01;VERGARA;Cundinamarca;All Fixed;All Providers Combined;184;80.0;74.563;47.908;51.472;24.818;14.0;5.0;3;2022;2022-03;;;;
2022-04-01;VIJES;Valle del Cauca;All Fixed;All Providers Combined;191;58.0;47.956;9.169;41.603;7.006;24.0;20.0;4;2022;2022-04;;;;
2022-12-01;APULO;Cundinamarca;All Fixed;All Providers Combined;86;49.0;36.547;7.001;21.94;4.142;19.0;35.0;12;2022;2022-12;;;;
2022-01-01;SUAZA;Huila;All Fixed;All Providers Combined;370;58.0;15.657;9.059;11.311;4.76;28.0;30.0;1;2022;2022-01;;;;
2022-05-01;CIENEGA;Boyaca;All Fixed;All Providers Combined;41;22.0;100.135;33.128;44.646;19.302;3.0;1.0;5;2022;2022-05;;;;
2022-06-01;SAN FRANCISCO;Antioquia;All Fixed;All Providers Combined;139;69.0;99.106;42.029;62.086;32.484;14.0;9.0;6;2022;2022-06;;;;
2022-08-01;RIOFRIO;Valle del Cauca;All Fixed;All Providers Combined;334;118.0;106.099;24.527;80.909;16.698;23.0;9.0;8;2022;2022-08;;;;
2022-01-01;SAN MIGUEL;Putumayo;All Fixed;All Providers Combined;106;25.0;17.232;14.874;17.519;15.135;27.0;37.0;1;2022;2022-01;;;;
2022-01-01;MOCOA;Putumayo;All Fixed;All Providers Combined;775;186.0;24.773;17.706;23.53;19.266;23.0;21.0;1;2022;2022-01;;;;
2022-04-01;EL CASTILLO;Meta;All Fixed;All Providers Combined;104;12.0;10.078;7.233;14.43;8.874;13.0;38.0;4;2022;2022-04;;;;
2022-08-01;LOPEZ;Cauca Department;All Fixed;All Providers Combined;147;51.0;117.329;17.178;116.586;73.62;6.0;4.0;8;2022;2022-08;;;;
2022-05-01;MALLAMA;Narino;All Fixed;All Providers Combined;47;6.0;7.74;6.586;12.367;9.957;46.0;96.0;5;2022;2022-05;;;;
2022-06-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;29835;7447.0;94.07;62.391;34.828;21.077;22.0;7.0;6;2022;2022-06;;;;
2022-03-01;SIBATE;Cundinamarca;All Fixed;All Providers Combined;1553;525.0;56.569;21.78;56.082;21.063;6.0;5.0;3;2022;2022-03;;;;
2022-05-01;ALGECIRAS;Huila;All Fixed;All Providers Combined;235;46.0;13.391;9.596;11.64;6.651;19.0;20.0;5;2022;2022-05;;;;
2022-07-01;SAN MIGUEL;Putumayo;All Fixed;All Providers Combined;66;34.0;37.634;13.805;16.982;17.792;31.0;15.0;7;2022;2022-07;;;;
2022-01-01;CANDELARIA;Valle del Cauca;All Fixed;All Providers Combined;1864;587.0;51.376;22.897;26.286;12.621;19.0;10.0;1;2022;2022-01;;;;
2022-12-01;CANDELARIA;Valle del Cauca;All Fixed;All Providers Combined;1345;392.0;95.108;52.489;69.661;29.154;16.0;7.0;12;2022;2022-12;;;;
2022-07-01;ROVIRA;Tolima;All Fixed;All Providers Combined;226;65.0;88.892;22.905;81.849;19.687;13.0;17.0;7;2022;2022-07;;;;
2022-08-01;SOCORRO PROVINCE;Santander Department;All Fixed;All Providers Combined;1060;240.0;44.399;20.813;28.721;11.804;12.0;8.0;8;2022;2022-08;;;;
2022-01-01;SAN RAFAEL;Antioquia;All Fixed;All Providers Combined;518;126.0;28.818;9.328;27.069;6.862;21.0;7.0;1;2022;2022-01;;;;
2022-06-01;GUADALAJARA DE BUGA;Valle del Cauca;All Fixed;All Providers Combined;5551;2116.0;108.842;74.203;57.464;26.093;19.0;7.0;6;2022;2022-06;;;;
2022-11-01;BOLIVAR;Cauca Department;All Fixed;All Providers Combined;138;31.0;12.559;9.792;11.64;5.575;25.0;21.0;11;2022;2022-11;;;;
2022-08-01;YOTOCO;Valle del Cauca;All Fixed;All Providers Combined;770;332.0;103.158;35.115;86.104;29.499;23.0;8.0;8;2022;2022-08;;;;
2022-08-01;CAJAMARCA;Tolima;All Fixed;All Providers Combined;139;25.0;42.71;19.617;7.851;5.083;45.0;65.0;8;2022;2022-08;;;;
2022-12-01;PUERTO NARE;Antioquia;All Fixed;All Providers Combined;75;36.0;112.681;14.698;41.386;13.784;24.0;6.0;12;2022;2022-12;;;;
2022-12-01;PIJINO DEL CARMEN;Magdalena;All Fixed;All Providers Combined;1093;255.0;68.676;19.175;30.514;18.078;19.0;8.0;12;2022;2022-12;;;;
2022-02-01;ANOLAIMA;Cundinamarca;All Fixed;All Providers Combined;108;47.0;58.66;35.832;46.433;25.945;6.0;5.0;2;2022;2022-02;;;;
2022-02-01;PAIME;Cundinamarca;All Fixed;All Providers Combined;292;68.0;30.238;19.301;33.166;24.295;14.0;2.0;2;2022;2022-02;;;;
2022-10-01;BELTRAN;Cundinamarca;All Fixed;All Providers Combined;37;9.0;36.724;10.649;35.813;9.249;29.0;35.0;10;2022;2022-10;;;;
2022-04-01;PALOCABILDO;Tolima;All Fixed;All Providers Combined;31;10.0;22.654;8.478;24.18;8.495;16.0;24.0;4;2022;2022-04;;;;
2022-04-01;ULLOA;Valle del Cauca;All Fixed;All Providers Combined;369;91.0;74.743;46.507;22.233;11.2;22.0;9.0;4;2022;2022-04;;;;
2022-05-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;778;190.0;33.14;12.963;41.521;14.517;15.0;10.0;5;2022;2022-05;;;;
2022-09-01;BARRANCA DE UPIA;Meta;All Fixed;All Providers Combined;234;47.0;25.844;11.001;27.815;7.707;13.0;16.0;9;2022;2022-09;;;;
2022-04-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;700;174.0;26.117;8.302;29.701;9.401;17.0;17.0;4;2022;2022-04;;;;
2022-12-01;TUNUNGUA;Boyaca;All Fixed;All Providers Combined;53;4.0;61.158;23.833;79.298;30.548;12.0;22.0;12;2022;2022-12;;;;
2022-04-01;SILVIA;Cauca Department;All Fixed;All Providers Combined;200;54.0;74.723;19.469;57.887;10.475;18.0;8.0;4;2022;2022-04;;;;
2022-06-01;CIMITARRA;Santander Department;All Fixed;All Providers Combined;211;70.0;13.31;7.262;10.712;3.202;28.0;12.0;6;2022;2022-06;;;;
2022-06-01;SAN VICENTE DE CHUCURI;Santander Department;All Fixed;All Providers Combined;1066;371.0;24.161;9.041;21.015;5.116;24.0;14.0;6;2022;2022-06;;;;
2022-01-01;SAPUYES;Narino;All Fixed;All Providers Combined;34;13.0;55.95;9.871;45.203;9.573;30.0;8.0;1;2022;2022-01;;;;
2022-05-01;OTANCHE;Boyaca;All Fixed;All Providers Combined;76;39.0;18.317;9.035;20.245;12.05;11.0;9.0;5;2022;2022-05;;;;
2022-05-01;FUSAGASUGA;Cundinamarca;All Fixed;All Providers Combined;7735;1975.0;80.058;54.726;33.779;21.96;13.0;7.0;5;2022;2022-05;;;;
2022-06-01;ALBAN;Narino;All Fixed;All Providers Combined;47;11.0;46.323;18.239;17.804;16.165;15.0;8.0;6;2022;2022-06;;;;
2022-10-01;CIRCASIA;Quindio;All Fixed;All Providers Combined;1050;363.0;66.367;28.535;44.245;12.282;19.0;8.0;10;2022;2022-10;;;;
2022-12-01;MONGUI;Boyaca;All Fixed;All Providers Combined;54;6.0;25.889;29.133;22.909;24.783;10.0;17.0;12;2022;2022-12;;;;
2022-11-01;LA UNION;Narino;All Fixed;All Providers Combined;92;25.0;17.84;14.231;15.388;9.451;8.0;28.0;11;2022;2022-11;;;;
2022-11-01;CARMEN DE CARUPA;Cundinamarca;All Fixed;All Providers Combined;45;16.0;27.967;9.118;25.593;12.318;9.0;6.0;11;2022;2022-11;;;;
2022-09-01;SANTA MARTA;Magdalena;All Fixed;All Providers Combined;17745;4884.0;102.229;64.349;68.217;27.415;15.0;6.0;9;2022;2022-09;;;;
2022-10-01;OTANCHE;Boyaca;All Fixed;All Providers Combined;454;152.0;41.744;30.045;41.309;30.068;5.0;4.0;10;2022;2022-10;;;;
2022-12-01;PLATO;Magdalena;All Fixed;All Providers Combined;622;121.0;35.855;13.711;22.473;9.52;19.0;7.0;12;2022;2022-12;;;;
2022-05-01;BARICHARA;Santander Department;All Fixed;All Providers Combined;1599;408.0;39.839;16.645;36.628;13.858;10.0;7.0;5;2022;2022-05;;;;
2022-08-01;ANDES;Antioquia;All Fixed;All Providers Combined;202;52.0;50.727;7.531;14.0;4.618;28.0;17.0;8;2022;2022-08;;;;
2022-09-01;PAZ DE RIO;Boyaca;All Fixed;All Providers Combined;133;29.0;70.313;21.299;74.101;24.87;9.0;27.0;9;2022;2022-09;;;;
2022-11-01;LETICIA;Amazonas;All Fixed;All Providers Combined;435;45.0;21.468;9.068;5.775;5.827;168.0;58.0;11;2022;2022-11;;;;
2022-12-01;ANSERMA;Caldas;All Fixed;All Providers Combined;776;253.0;93.962;20.001;85.35;21.947;20.0;11.0;12;2022;2022-12;;;;
2022-02-01;YARUMAL;Antioquia;All Fixed;All Providers Combined;471;149.0;45.222;11.388;19.634;7.588;17.0;7.0;2;2022;2022-02;;;;
2022-09-01;TOGUI;Boyaca;All Fixed;All Providers Combined;35;8.0;53.263;21.839;15.674;16.005;16.0;13.0;9;2022;2022-09;;;;
2022-10-01;CARMEN DE APICALA;Tolima;All Fixed;All Providers Combined;205;56.0;44.992;20.221;26.348;21.003;13.0;10.0;10;2022;2022-10;;;;
2022-07-01;GINEBRA;Valle del Cauca;All Fixed;All Providers Combined;1572;575.0;134.107;88.877;137.875;93.34;13.0;3.0;7;2022;2022-07;;;;
2022-01-01;TITIRIBI;Antioquia;All Fixed;All Providers Combined;31;17.0;9.174;6.01;2.476;0.696;44.0;34.0;1;2022;2022-01;;;;
2022-01-01;RISARALDA;Caldas;All Fixed;All Providers Combined;241;89.0;49.654;28.022;21.532;6.284;18.0;7.0;1;2022;2022-01;;;;
2022-05-01;BARBACOAS MUNICIPALITY;Narino;All Fixed;All Providers Combined;462;130.0;61.723;25.594;47.177;20.826;26.0;3.0;5;2022;2022-05;;;;
2022-11-01;FUNZA;Cundinamarca;All Fixed;All Providers Combined;3185;1015.0;108.995;81.18;53.152;27.667;10.0;6.0;11;2022;2022-11;;;;
2022-11-01;GUADALUPE;Huila;All Fixed;All Providers Combined;240;65.0;9.445;6.141;7.784;0.859;42.0;31.0;11;2022;2022-11;;;;
2022-12-01;BARANOA;Atlantico;All Fixed;All Providers Combined;210;56.0;14.176;9.257;11.431;4.894;21.0;18.0;12;2022;2022-12;;;;
2022-03-01;UBALA;Cundinamarca;All Fixed;All Providers Combined;354;122.0;36.499;11.31;49.517;12.894;7.0;7.0;3;2022;2022-03;;;;
2022-08-01;ALPUJARRA;Tolima;All Fixed;All Providers Combined;246;49.0;42.293;24.789;35.472;23.496;17.0;8.0;8;2022;2022-08;;;;
2022-02-01;PUPIALES;Narino;All Fixed;All Providers Combined;57;12.0;62.415;8.696;55.548;1.718;34.0;13.0;2;2022;2022-02;;;;
2022-03-01;TUTA;Boyaca;All Fixed;All Providers Combined;317;169.0;84.913;27.688;88.095;29.768;14.0;10.0;3;2022;2022-03;;;;
2022-03-01;PANDI;Cundinamarca;All Fixed;All Providers Combined;238;12.0;8.345;7.897;12.846;8.978;21.0;21.0;3;2022;2022-03;;;;
2022-05-01;FOMEQUE;Cundinamarca;All Fixed;All Providers Combined;429;132.0;84.93;24.674;71.179;21.439;8.0;4.0;5;2022;2022-05;;;;
2022-11-01;CARTAGO;Valle del Cauca;All Fixed;All Providers Combined;2277;696.0;97.965;71.484;30.754;15.638;20.0;6.0;11;2022;2022-11;;;;
2022-07-01;AQUITANIA;Boyaca;All Fixed;All Providers Combined;157;14.0;8.952;7.002;9.731;7.634;16.0;22.0;7;2022;2022-07;;;;
2022-07-01;CARTAGENA;Bolivar;All Fixed;All Providers Combined;24872;7373.0;112.026;85.246;71.716;25.728;13.0;5.0;7;2022;2022-07;;;;
2022-11-01;MONIQUIRA;Boyaca;All Fixed;All Providers Combined;365;91.0;25.819;13.982;24.046;9.617;11.0;9.0;11;2022;2022-11;;;;
2022-02-01;YOTOCO;Valle del Cauca;All Fixed;All Providers Combined;773;266.0;92.344;23.662;90.271;21.308;27.0;12.0;2;2022;2022-02;;;;
2022-03-01;SAN VICENTE DE CHUCURI;Santander Department;All Fixed;All Providers Combined;577;200.0;14.257;6.384;12.406;2.608;28.0;21.0;3;2022;2022-03;;;;
2022-05-01;SALAMINA;Magdalena;All Fixed;All Providers Combined;270;107.0;105.476;87.774;17.455;12.598;18.0;4.0;5;2022;2022-05;;;;
2022-12-01;PAZ DE RIO;Boyaca;All Fixed;All Providers Combined;74;18.0;14.626;9.482;20.434;9.624;13.0;25.0;12;2022;2022-12;;;;
2022-12-01;RIONEGRO;Santander Department;All Fixed;All Providers Combined;3917;1586.0;118.134;85.932;45.495;32.339;16.0;6.0;12;2022;2022-12;;;;
2022-10-01;HONDA;Tolima;All Fixed;All Providers Combined;145;61.0;34.324;11.999;29.467;11.547;38.0;13.0;10;2022;2022-10;;;;
2022-12-01;ACACIAS;Meta;All Fixed;All Providers Combined;1258;339.0;74.484;41.875;34.789;24.827;14.0;8.0;12;2022;2022-12;;;;
2022-07-01;EL PENON;Santander Department;All Fixed;All Providers Combined;50;3.0;5.987;6.402;9.547;10.116;43.0;69.0;7;2022;2022-07;;;;
2022-10-01;SILVANIA;Cundinamarca;All Fixed;All Providers Combined;617;124.0;42.178;13.708;29.25;10.182;16.0;18.0;10;2022;2022-10;;;;
2022-04-01;COLON;Putumayo;All Fixed;All Providers Combined;31;8.0;33.909;30.077;15.897;18.913;4.0;4.0;4;2022;2022-04;;;;
2022-01-01;RICAURTE;Cundinamarca;All Fixed;All Providers Combined;1305;516.0;68.531;45.086;30.456;15.187;15.0;9.0;1;2022;2022-01;;;;
2022-06-01;CONSACA;Narino;All Fixed;All Providers Combined;123;78.0;113.755;84.684;76.835;46.88;32.0;3.0;6;2022;2022-06;;;;
2022-07-01;PARATEBUENO;Cundinamarca;All Fixed;All Providers Combined;52;11.0;16.148;10.48;13.735;7.659;18.0;23.0;7;2022;2022-07;;;;
2022-09-01;AMAGA;Antioquia;All Fixed;All Providers Combined;499;102.0;29.57;19.563;30.382;19.103;13.0;10.0;9;2022;2022-09;;;;
2022-03-01;SANTANA;Boyaca;All Fixed;All Providers Combined;35;8.0;17.85;17.514;7.609;6.708;27.0;20.0;3;2022;2022-03;;;;
2022-06-01;NATAGAIMA;Tolima;All Fixed;All Providers Combined;57;29.0;43.136;18.895;36.291;20.002;14.0;4.0;6;2022;2022-06;;;;
2022-09-01;PUERTO LIBERTADOR;Cordoba;All Fixed;All Providers Combined;104;30.0;17.104;7.46;14.999;5.392;35.0;28.0;9;2022;2022-09;;;;
2022-04-01;PARATEBUENO;Cundinamarca;All Fixed;All Providers Combined;227;25.0;13.044;6.793;18.484;5.557;13.0;7.0;4;2022;2022-04;;;;
2022-10-01;SASAIMA;Cundinamarca;All Fixed;All Providers Combined;89;20.0;23.611;7.087;19.975;2.904;29.0;28.0;10;2022;2022-10;;;;
2022-06-01;FLORIDA;Valle del Cauca;All Fixed;All Providers Combined;784;147.0;61.448;30.401;28.394;22.668;23.0;10.0;6;2022;2022-06;;;;
2022-08-01;BOJACA;Cundinamarca;All Fixed;All Providers Combined;1237;617.0;145.338;102.139;134.526;94.523;7.0;4.0;8;2022;2022-08;;;;
2022-10-01;RIO VIEJO;Bolivar;All Fixed;All Providers Combined;140;47.0;14.802;3.904;11.137;1.844;32.0;55.0;10;2022;2022-10;;;;
2022-11-01;LEIVA;Narino;All Fixed;All Providers Combined;67;18.0;12.1;7.629;14.518;11.622;16.0;12.0;11;2022;2022-11;;;;
2022-04-01;SURATA;Santander Department;All Fixed;All Providers Combined;223;92.0;31.906;23.218;39.193;28.77;16.0;5.0;4;2022;2022-04;;;;
2022-05-01;PINILLOS;Bolivar;All Fixed;All Providers Combined;69;34.0;47.347;26.278;16.91;11.575;33.0;5.0;5;2022;2022-05;;;;
2022-02-01;SAN JOSE DE MIRANDA;Santander Department;All Fixed;All Providers Combined;135;37.0;20.35;14.889;22.97;10.174;21.0;7.0;2;2022;2022-02;;;;
2022-02-01;FLANDES;Tolima;All Fixed;All Providers Combined;765;275.0;63.251;45.853;18.887;14.701;16.0;9.0;2;2022;2022-02;;;;
2022-07-01;PUERTO WILCHES;Santander Department;All Fixed;All Providers Combined;43;10.0;14.74;4.898;3.809;3.588;50.0;41.0;7;2022;2022-07;;;;
2022-07-01;EL CARMEN DE VIBORAL;Antioquia;All Fixed;All Providers Combined;2646;897.0;99.04;47.86;54.346;24.047;11.0;4.0;7;2022;2022-07;;;;
2022-07-01;AMAGA;Antioquia;All Fixed;All Providers Combined;488;154.0;22.433;15.587;21.529;17.062;11.0;11.0;7;2022;2022-07;;;;
2022-09-01;SAN SEBASTIAN DE BUENAVISTA;Magdalena;All Fixed;All Providers Combined;73;32.0;33.08;9.093;18.454;10.207;38.0;8.0;9;2022;2022-09;;;;
2022-03-01;CIENAGA;Magdalena;All Fixed;All Providers Combined;657;288.0;29.839;10.222;22.925;5.753;39.0;7.0;3;2022;2022-03;;;;
2022-11-01;GACHANCIPA;Cundinamarca;All Fixed;All Providers Combined;772;251.0;65.623;27.474;58.572;27.931;5.0;4.0;11;2022;2022-11;;;;
2022-11-01;ALBANIA;Santander Department;All Fixed;All Providers Combined;430;211.0;124.285;93.936;17.99;16.712;17.0;4.0;11;2022;2022-11;;;;
2022-10-01;ALEJANDRIA;Antioquia;All Fixed;All Providers Combined;134;51.0;204.217;93.585;76.791;82.641;11.0;3.0;10;2022;2022-10;;;;
2022-12-01;BARRANCO DE LOBA;Bolivar;All Fixed;All Providers Combined;39;19.0;85.59;33.637;34.289;9.855;32.0;6.0;12;2022;2022-12;;;;
2022-12-01;MISTRATO;Risaralda;All Fixed;All Providers Combined;316;135.0;163.827;94.365;162.746;94.47;21.0;10.0;12;2022;2022-12;;;;
2022-04-01;VENADILLO;Tolima;All Fixed;All Providers Combined;387;84.0;88.224;21.432;74.67;20.355;12.0;5.0;4;2022;2022-04;;;;
2022-06-01;COPACABANA;Antioquia;All Fixed;All Providers Combined;1620;592.0;110.957;77.699;35.541;18.936;11.0;6.0;6;2022;2022-06;;;;
2022-10-01;SILOS;North Santander;All Fixed;All Providers Combined;87;32.0;42.382;19.649;26.823;21.939;29.0;5.0;10;2022;2022-10;;;;
2022-01-01;ALBAN;Cundinamarca;All Fixed;All Providers Combined;226;46.0;6.769;4.75;5.317;1.725;41.0;189.0;1;2022;2022-01;;;;
2022-03-01;RIOBLANCO;Tolima;All Fixed;All Providers Combined;192;52.0;38.845;12.163;24.869;8.829;31.0;10.0;3;2022;2022-03;;;;
2022-07-01;SIBUNDOY;Putumayo;All Fixed;All Providers Combined;254;70.0;61.728;23.535;57.49;14.328;6.0;6.0;7;2022;2022-07;;;;
2022-12-01;CAMPOHERMOSO;Boyaca;All Fixed;All Providers Combined;333;151.0;35.84;18.775;37.695;20.356;10.0;8.0;12;2022;2022-12;;;;
2022-08-01;RIVERA;Huila;All Fixed;All Providers Combined;272;104.0;52.11;17.468;26.848;11.768;25.0;12.0;8;2022;2022-08;;;;
2022-08-01;TAMINANGO;Narino;All Fixed;All Providers Combined;656;254.0;40.313;19.908;30.85;14.264;18.0;6.0;8;2022;2022-08;;;;
2022-01-01;CARTAGO;Valle del Cauca;All Fixed;All Providers Combined;4473;1191.0;57.44;42.286;16.735;6.582;23.0;8.0;1;2022;2022-01;;;;
2022-08-01;CORINTO;Cauca Department;All Fixed;All Providers Combined;46;27.0;116.039;25.282;115.277;24.156;18.0;6.0;8;2022;2022-08;;;;
2022-02-01;PADILLA;Cauca Department;All Fixed;All Providers Combined;116;30.0;9.041;4.185;7.516;4.208;20.0;30.0;2;2022;2022-02;;;;
2022-03-01;GIRARDOTA;Antioquia;All Fixed;All Providers Combined;2683;764.0;87.235;68.541;25.801;12.498;11.0;6.0;3;2022;2022-03;;;;
2022-04-01;EL SANTUARIO;Antioquia;All Fixed;All Providers Combined;481;127.0;61.934;20.435;44.48;18.954;13.0;8.0;4;2022;2022-04;;;;
2022-07-01;GARAGOA;Boyaca;All Fixed;All Providers Combined;65;34.0;15.375;9.206;15.406;7.946;14.0;18.0;7;2022;2022-07;;;;
2022-04-01;ROLDANILLO;Valle del Cauca;All Fixed;All Providers Combined;342;125.0;18.181;9.152;15.874;6.803;20.0;17.0;4;2022;2022-04;;;;
2022-06-01;VILLA DEL ROSARIO;North Santander;All Fixed;All Providers Combined;2363;795.0;78.196;23.937;61.897;15.376;22.0;8.0;6;2022;2022-06;;;;
2022-08-01;TERUEL;Huila;All Fixed;All Providers Combined;227;37.0;16.584;11.958;9.73;9.148;15.0;23.0;8;2022;2022-08;;;;
2022-09-01;FLANDES;Tolima;All Fixed;All Providers Combined;460;158.0;85.926;59.975;25.882;28.002;14.0;9.0;9;2022;2022-09;;;;
2022-11-01;YUMBO;Valle del Cauca;All Fixed;All Providers Combined;3735;1421.0;97.442;56.506;68.599;31.732;18.0;6.0;11;2022;2022-11;;;;
2022-03-01;CAJAMARCA;Tolima;All Fixed;All Providers Combined;91;26.0;20.636;5.77;19.786;4.494;32.0;15.0;3;2022;2022-03;;;;
2022-08-01;COMBITA;Boyaca;All Fixed;All Providers Combined;786;341.0;86.078;48.845;81.803;47.477;12.0;8.0;8;2022;2022-08;;;;
2022-04-01;GUAYABETAL;Cundinamarca;All Fixed;All Providers Combined;78;46.0;43.731;29.688;41.312;33.669;5.0;5.0;4;2022;2022-04;;;;
2022-04-01;LA PLATA;Huila;All Fixed;All Providers Combined;874;123.0;13.678;6.178;13.752;5.951;23.0;29.0;4;2022;2022-04;;;;
2022-02-01;SAN ANDRES DE SOTAVENTO;Cordoba;All Fixed;All Providers Combined;68;22.0;23.528;7.596;8.558;3.287;23.0;19.0;2;2022;2022-02;;;;
2022-04-01;CIRCASIA;Quindio;All Fixed;All Providers Combined;551;187.0;55.811;37.183;24.471;11.474;18.0;6.0;4;2022;2022-04;;;;
2022-04-01;AGUACHICA;Cesar;All Fixed;All Providers Combined;987;346.0;41.923;22.116;15.663;10.61;40.0;7.0;4;2022;2022-04;;;;
2022-04-01;SAN MARTIN;Cesar;All Fixed;All Providers Combined;286;54.0;19.619;9.671;20.343;10.729;14.0;14.0;4;2022;2022-04;;;;
2022-04-01;MOCOA;Putumayo;All Fixed;All Providers Combined;1392;382.0;53.25;22.875;33.34;24.796;23.0;9.0;4;2022;2022-04;;;;
2022-06-01;HATONUEVO;La Guajira;All Fixed;All Providers Combined;47;10.0;5.293;5.838;2.412;2.657;8.0;21.0;6;2022;2022-06;;;;
2022-10-01;VIJES;Valle del Cauca;All Fixed;All Providers Combined;321;131.0;107.789;28.301;85.22;23.577;24.0;10.0;10;2022;2022-10;;;;
2022-07-01;EL PINON;Magdalena;All Fixed;All Providers Combined;265;102.0;22.886;8.338;9.644;5.102;28.0;8.0;7;2022;2022-07;;;;
2022-03-01;COPER;Boyaca;All Fixed;All Providers Combined;56;25.0;74.823;49.777;66.241;63.756;9.0;5.0;3;2022;2022-03;;;;
2022-05-01;SAN CALIXTO;North Santander;All Fixed;All Providers Combined;65;5.0;11.955;3.381;4.623;1.252;50.0;98.0;5;2022;2022-05;;;;
2022-05-01;CIMITARRA;Santander Department;All Fixed;All Providers Combined;414;73.0;12.306;5.966;9.936;2.86;29.0;16.0;5;2022;2022-05;;;;
2022-08-01;MONTELIBANO;Cordoba;All Fixed;All Providers Combined;1060;290.0;36.138;17.178;33.755;23.284;20.0;8.0;8;2022;2022-08;;;;
2022-09-01;LA PLATA;Huila;All Fixed;All Providers Combined;769;125.0;20.543;8.277;21.123;8.435;18.0;25.0;9;2022;2022-09;;;;
2022-11-01;ABEJORRAL;Antioquia;All Fixed;All Providers Combined;168;74.0;187.16;62.851;61.049;56.746;12.0;6.0;11;2022;2022-11;;;;
2022-11-01;GUADALUPE;Santander Department;All Fixed;All Providers Combined;119;43.0;30.267;10.373;41.934;7.812;14.0;11.0;11;2022;2022-11;;;;
2022-06-01;SALAMINA;Caldas;All Fixed;All Providers Combined;147;28.0;23.34;15.333;18.057;9.613;14.0;7.0;6;2022;2022-06;;;;
2022-02-01;HACARI;North Santander;All Fixed;All Providers Combined;51;6.0;8.822;3.245;13.411;7.795;40.0;70.0;2;2022;2022-02;;;;
2022-06-01;PACHO;Cundinamarca;All Fixed;All Providers Combined;1340;470.0;42.214;21.256;42.255;20.43;6.0;5.0;6;2022;2022-06;;;;
2022-08-01;CACOTA;North Santander;All Fixed;All Providers Combined;116;23.0;144.179;32.032;166.638;56.253;6.0;5.0;8;2022;2022-08;;;;
2022-10-01;LA FLORIDA;Narino;All Fixed;All Providers Combined;310;145.0;66.818;9.907;45.924;9.718;33.0;10.0;10;2022;2022-10;;;;
2022-11-01;MOTAVITA;Boyaca;All Fixed;All Providers Combined;540;265.0;91.716;28.015;88.84;22.026;14.0;12.0;11;2022;2022-11;;;;
2022-01-01;AQUITANIA;Boyaca;All Fixed;All Providers Combined;129;46.0;20.286;9.296;15.755;5.621;10.0;9.0;1;2022;2022-01;;;;
2022-02-01;TADO;Choco;All Fixed;All Providers Combined;95;33.0;5.35;5.111;1.068;0.711;52.0;40.0;2;2022;2022-02;;;;
2022-11-01;HONDA;Tolima;All Fixed;All Providers Combined;250;90.0;31.11;9.676;25.107;11.39;37.0;22.0;11;2022;2022-11;;;;
2022-04-01;GUADUAS;Cundinamarca;All Fixed;All Providers Combined;465;212.0;91.436;28.994;85.251;32.56;13.0;7.0;4;2022;2022-04;;;;
2022-06-01;ALMAGUER;Cauca Department;All Fixed;All Providers Combined;344;29.0;13.49;6.123;12.929;8.574;44.0;26.0;6;2022;2022-06;;;;
2022-04-01;LA VICTORIA;Valle del Cauca;All Fixed;All Providers Combined;375;122.0;30.319;15.066;22.943;16.934;15.0;10.0;4;2022;2022-04;;;;
