Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Dec 2021;12494;3909;all;N/A;median;3909;15;;;54514;11888;54.51;11.89
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Dec 2021;30278;9285;all;N/A;median;9285;25;;;53894;11036;53.89;11.04
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;Dec 2021;3856;1038;all;N/A;median;1038;23;;;30222;16653;30.22;16.65
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;Dec 2021;5921;1868;all;N/A;median;1868;17;;;49487;11036;49.49;11.04
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Dec 2021;16610;4904;all;N/A;median;4904;21;;;44770;11049;44.77;11.05
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;Dec 2021;13916;4658;all;N/A;median;4658;29;;;55363;11102;55.36;11.10
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Dec 2021;328;99;all;N/A;median;99;44;;;6647;927;6.65;0.93
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Dec 2021;14643;4134;all;N/A;median;4134;18;;;50992;11811;50.99;11.81
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Dec 2021;4;3;all;N/A;median;3;23;;;36147;22400;36.15;22.40
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Dec 2021;1260;206;all;N/A;median;206;17;;;10229;14184;10.23;14.18
All Providers Combined;Neiva, Neiva, Huila, Colombia;;Dec 2021;25659;6183;all;N/A;median;6183;21;;;37610;11181;37.61;11.18
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;Dec 2021;3602;1277;all;N/A;median;1277;34;;;50859;13496;50.86;13.50
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Dec 2021;14743;4429;all;N/A;median;4429;21;;;46453;11036;46.45;11.04
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Dec 2021;24692;7747;all;N/A;median;7747;12;;;58875;18409;58.88;18.41
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Dec 2021;15359;4759;all;N/A;median;4759;23;;;43868;11044;43.87;11.04
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;Dec 2021;26336;8356;all;N/A;median;8356;21;;;52038;12243;52.04;12.24
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;Dec 2021;200;53;all;N/A;median;53;26;;;15588;10472;15.59;10.47
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Dec 2021;29942;9044;all;N/A;median;9044;21;;;48968;11315;48.97;11.32
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Dec 2021;338;98;all;N/A;median;98;10;;;3620;1908;3.62;1.91
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Dec 2021;64488;20099;all;N/A;median;20099;24;;;73135;20523;73.14;20.52
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Dec 2021;5512;1754;all;N/A;median;1754;17;;;39648;9873;39.65;9.87
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Dec 2021;23030;6974;all;N/A;median;6974;14;;;53289;19168;53.29;19.17
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2021;144254;44832;all;N/A;median;44832;18;;;61842;17688;61.84;17.69
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Jan 2022;11395;3401;all;N/A;median;3401;22;35.968;12.925;55598;11240;55.60;11.24
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Jan 2022;2;2;all;N/A;median;2;67;;;583;337;0.58;0.34
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2022;216811;68557;all;N/A;median;68557;11;359.301;12.05;60758;13356;60.76;13.36
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;Jan 2022;1078;371;all;N/A;median;371;22;774.357;398.027;9059;4645;9.06;4.65
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2022;74945;21709;all;N/A;median;21709;18;564.459;146.347;56347;16625;56.35;16.63
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2022;905088;272768;all;N/A;median;272768;9;17.7;75.875;76637;21927;76.64;21.93
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2022;26169;7842;all;N/A;median;7842;14;56.05;150.995;59174;13422;59.17;13.42
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Jan 2022;13952;4031;all;N/A;median;4031;15;268.166;114.249;46927;16399;46.93;16.40
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Jan 2022;32577;8608;all;N/A;median;8608;30;51.18;153.917;56886;12019;56.89;12.02
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;Jan 2022;5603;1445;all;N/A;median;1445;22;345.319;139.433;32664;19805;32.66;19.81
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;Jan 2022;6032;1784;all;N/A;median;1784;18;317.333;14.577;49597;11089;49.60;11.09
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Jan 2022;17390;4766;all;N/A;median;4766;20;385.333;137.299;44534;11272;44.53;11.27
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;Jan 2022;14868;4381;all;N/A;median;4381;31;72.275;159.354;61005;14261;61.01;14.26
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Jan 2022;436;121;all;N/A;median;121;38;619.212;354.496;7332;918;7.33;0.92
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Jan 2022;15229;4225;all;N/A;median;4225;19;561.701;146.667;51037;14700;51.04;14.70
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Jan 2022;19;11;all;N/A;median;11;23;758.792;21.975;33620;29099;33.62;29.10
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Jan 2022;827;169;all;N/A;median;169;19;363.793;200.529;9412;12978;9.41;12.98
All Providers Combined;Neiva, Neiva, Huila, Colombia;;Jan 2022;16803;5253;all;N/A;median;5253;21;393.097;153.598;42175;12494;42.18;12.49
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;Jan 2022;3745;1182;all;N/A;median;1182;38;799.416;199.417;49544;15219;49.54;15.22
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Jan 2022;14788;4402;all;N/A;median;4402;25;612.062;156.379;49032;11760;49.03;11.76
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Jan 2022;27910;8077;all;N/A;median;8077;13;218.333;98.011;60071;19407;60.07;19.41
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Jan 2022;15471;4548;all;N/A;median;4548;25;452.288;19.396;42298;11114;42.30;11.11
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;Jan 2022;27857;8522;all;N/A;median;8522;25;50.601;20.5;49381;13740;49.38;13.74
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;Jan 2022;154;49;all;N/A;median;49;30;474.363;286.885;11295;9946;11.30;9.95
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Jan 2022;31605;9513;all;N/A;median;9513;22;398.333;117.875;50236;12826;50.24;12.83
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Jan 2022;368;101;all;N/A;median;101;14;400.021;252.798;3825;2824;3.83;2.82
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Jan 2022;69774;20195;all;N/A;median;20195;27;473.732;131.528;69281;21753;69.28;21.75
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Jan 2022;5795;1945;all;N/A;median;1945;18;628.496;16.678;39037;9901;39.04;9.90
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Jan 2022;27178;7902;all;N/A;median;7902;15;311.247;101.062;54568;20592;54.57;20.59
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2022;144880;42620;all;N/A;median;42620;19;35.186;135.704;59122;19901;59.12;19.90
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;feb-22;9519;2770;all;N/A;median;2770;22;375.885;12.225;66577;15450;66.58;15.45
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-22;239242;75560;all;N/A;median;75560;11;346.715;9.737;64017;17416;64.02;17.42
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;feb-22;917;344;all;N/A;median;344;24;613.833;242.004;9187;4754;9.19;4.75
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-22;71574;21276;all;N/A;median;21276;16;527.464;11.925;60878;20769;60.88;20.77
All Providers Combined;Bogotá, Bogota, Colombia;;feb-22;874308;264078;all;N/A;median;264078;9;171.667;72.375;81467;25663;81.47;25.66
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;feb-22;26306;7449;all;N/A;median;7449;13;545.167;141.399;63031;14873;63.03;14.87
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;feb-22;15767;4725;all;N/A;median;4725;15;25.8;9.829;53011;19541;53.01;19.54
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;feb-22;25009;7222;all;N/A;median;7222;28;473.916;113.253;63608;15130;63.61;15.13
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;feb-22;3401;994;all;N/A;median;994;22;342.955;100.273;36498;22093;36.50;22.09
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;feb-22;5398;1564;all;N/A;median;1564;18;33.05;141.346;47250;15942;47.25;15.94
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;feb-22;17494;4752;all;N/A;median;4752;20;37.6;120.729;46666;15432;46.67;15.43
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;feb-22;13553;3910;all;N/A;median;3910;29;684.587;14.5;64246;18384;64.25;18.38
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;feb-22;430;103;all;N/A;median;103;40;728.198;41.458;8158;4285;8.16;4.29
All Providers Combined;Montería, Montería, Córdoba, Colombia;;feb-22;13476;3724;all;N/A;median;3724;17;567.833;13.375;57836;18855;57.84;18.86
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;feb-22;4;3;all;N/A;median;3;12;386.667;11.25;93513;94739;93.51;94.74
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;feb-22;618;158;all;N/A;median;158;15;208.249;21.888;12128;11842;12.13;11.84
All Providers Combined;Neiva, Neiva, Huila, Colombia;;feb-22;15976;4948;all;N/A;median;4948;21;380.608;125.218;43941;17097;43.94;17.10
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;feb-22;3220;1058;all;N/A;median;1058;35;74.15;164.667;50782;17351;50.78;17.35
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;feb-22;15270;4553;all;N/A;median;4553;21;586.773;136.417;53517;16512;53.52;16.51
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;feb-22;27141;7829;all;N/A;median;7829;14;241.716;102.375;62841;21548;62.84;21.55
All Providers Combined;Pasto, Pasto, Narino, Colombia;;feb-22;15800;4662;all;N/A;median;4662;24;472.333;149.867;47678;16479;47.68;16.48
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;feb-22;26347;8180;all;N/A;median;8180;23;465.439;138.427;52810;17305;52.81;17.31
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;feb-22;191;52;all;N/A;median;52;27;512.077;292.231;18006;16218;18.01;16.22
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;feb-22;29263;8497;all;N/A;median;8497;22;395.631;105.875;53534;16951;53.53;16.95
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;feb-22;306;84;all;N/A;median;84;6;164.384;12.932;3947;3376;3.95;3.38
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;feb-22;65866;20155;all;N/A;median;20155;27;446.667;111.587;68751;21300;68.75;21.30
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;feb-22;5772;1849;all;N/A;median;1849;17;59.25;14.95;43999;10564;44.00;10.56
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;feb-22;25878;7490;all;N/A;median;7490;15;340.167;95.401;61992;24293;61.99;24.29
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-22;140271;41837;all;N/A;median;41837;18;33.45;107.036;64304;21793;64.30;21.79
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;mar-22;8865;2524;all;N/A;median;2524;22;378.452;123.178;62900;15769;62.90;15.77
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;mar-22;3;1;all;N/A;median;1;46;;;2832;933;2.83;0.93
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-22;259312;79206;all;N/A;median;79206;11;341.167;100.583;66154;19246;66.15;19.25
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;mar-22;1096;384;all;N/A;median;384;21;483.843;223.875;10874;4998;10.87;5.00
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-22;66771;21059;all;N/A;median;21059;15;525.167;114.208;62341;21621;62.34;21.62
All Providers Combined;Bogotá, Bogota, Colombia;;mar-22;953680;282485;all;N/A;median;282485;8;163.333;68.846;87395;30238;87.40;30.24
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;mar-22;26383;7705;all;N/A;median;7705;12;522.754;116.124;70174;20175;70.17;20.18
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;mar-22;14524;4410;all;N/A;median;4410;15;247.639;100.031;53734;19568;53.73;19.57
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;mar-22;32013;8534;all;N/A;median;8534;29;47.161;13.5;59104;13749;59.10;13.75
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;mar-22;4774;1235;all;N/A;median;1235;22;344.561;110.917;40681;22292;40.68;22.29
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;mar-22;6005;1882;all;N/A;median;1882;17;298.772;11.925;50063;18721;50.06;18.72
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;mar-22;19755;5006;all;N/A;median;5006;20;367.731;11.975;48871;18826;48.87;18.83
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;mar-22;14643;4156;all;N/A;median;4156;27;646.712;147.795;65643;19423;65.64;19.42
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;mar-22;537;128;all;N/A;median;128;38;752.577;429.383;6957;2801;6.96;2.80
All Providers Combined;Montería, Montería, Córdoba, Colombia;;mar-22;13275;3751;all;N/A;median;3751;17;566.893;127.583;59270;19499;59.27;19.50
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;mar-22;756;205;all;N/A;median;205;15;224.833;147.898;8170;9509;8.17;9.51
All Providers Combined;Neiva, Neiva, Huila, Colombia;;mar-22;17857;5178;all;N/A;median;5178;21;374.316;124.836;47485;19591;47.49;19.59
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;mar-22;3533;1169;all;N/A;median;1169;34;70.35;168.458;53495;20078;53.50;20.08
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;mar-22;14885;4648;all;N/A;median;4648;22;58.351;134.117;57623;19246;57.62;19.25
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;mar-22;27536;7946;all;N/A;median;7946;14;23.55;93.636;66291;22044;66.29;22.04
All Providers Combined;Pasto, Pasto, Narino, Colombia;;mar-22;15936;4461;all;N/A;median;4461;25;446.626;140.115;49389;19190;49.39;19.19
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;mar-22;26910;8040;all;N/A;median;8040;23;460.217;135.613;54199;19767;54.20;19.77
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;mar-22;196;53;all;N/A;median;53;31;493.949;35.809;16042;13425;16.04;13.43
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;mar-22;26797;7119;all;N/A;median;7119;23;401.472;10.875;56581;19517;56.58;19.52
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;mar-22;652;100;all;N/A;median;100;7;270.881;172.788;9732;4843;9.73;4.84
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;mar-22;64299;20270;all;N/A;median;20270;26;457.667;11.05;64713;21509;64.71;21.51
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;mar-22;4342;1428;all;N/A;median;1428;16;577.916;130.829;52562;13551;52.56;13.55
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;mar-22;29581;8263;all;N/A;median;8263;16;354.207;105.464;58232;25971;58.23;25.97
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-22;150653;43035;all;N/A;median;43035;18;33.2;10.4;66282;22046;66.28;22.05
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Apr 2022;9673;2444;all;N/A;median;2444;22;382.333;115.825;70472;18067;70.47;18.07
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Apr 2022;15;7;all;N/A;median;7;187;2.745.139;30.375;1078;696;1.08;0.70
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2022;256977;80028;all;N/A;median;80028;11;35.5;10.6;70015;20421;70.02;20.42
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;Apr 2022;834;337;all;N/A;median;337;17;576.042;35.55;10116;4840;10.12;4.84
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2022;71466;21660;all;N/A;median;21660;18;563.333;13.6;61743;21902;61.74;21.90
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2022;942982;283307;all;N/A;median;283307;8;162.916;7.05;89360;31077;89.36;31.08
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2022;23615;6822;all;N/A;median;6822;13;546.667;133.875;74982;21447;74.98;21.45
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Apr 2022;14257;4440;all;N/A;median;4440;15;25.125;101.454;54962;21429;54.96;21.43
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Apr 2022;26910;7343;all;N/A;median;7343;29;451.303;119.666;70306;15131;70.31;15.13
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;Apr 2022;5222;1193;all;N/A;median;1193;22;346.348;91.704;21220;18182;21.22;18.18
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;Apr 2022;6582;1875;all;N/A;median;1875;18;311.222;119.776;53618;21496;53.62;21.50
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Apr 2022;20482;5328;all;N/A;median;5328;22;370.644;116.125;54685;18463;54.69;18.46
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;Apr 2022;15214;4162;all;N/A;median;4162;30;668.166;171.296;65673;21207;65.67;21.21
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Apr 2022;425;118;all;N/A;median;118;38;634.078;272.059;6754;2550;6.75;2.55
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Apr 2022;11247;3435;all;N/A;median;3435;17;562.583;154.125;54999;19522;55.00;19.52
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Apr 2022;4;1;all;N/A;median;1;9;360.837;16.992;44487;24607;44.49;24.61
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Apr 2022;618;165;all;N/A;median;165;16;241.167;180.687;8842;9719;8.84;9.72
All Providers Combined;Neiva, Neiva, Huila, Colombia;;Apr 2022;19960;5290;all;N/A;median;5290;23;385.847;133.812;45581;18937;45.58;18.94
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;Apr 2022;3587;1127;all;N/A;median;1127;34;723.375;194.056;52510;21397;52.51;21.40
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Apr 2022;14062;4306;all;N/A;median;4306;21;60.468;156.792;56277;20514;56.28;20.51
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Apr 2022;27495;7995;all;N/A;median;7995;12;217.333;92.625;72210;25419;72.21;25.42
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Apr 2022;18579;4833;all;N/A;median;4833;25;427.167;12.275;52386;17708;52.39;17.71
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;Apr 2022;27326;7870;all;N/A;median;7870;22;478.611;145.083;57039;21220;57.04;21.22
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;Apr 2022;258;61;all;N/A;median;61;30;365.743;157.581;20362;21009;20.36;21.01
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Apr 2022;25528;6843;all;N/A;median;6843;23;391.476;123.623;56369;19100;56.37;19.10
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Apr 2022;1353;278;all;N/A;median;278;91;1.160.667;28.375;9345;5979;9.35;5.98
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Apr 2022;61279;18555;all;N/A;median;18555;29;479.667;119.177;66802;22090;66.80;22.09
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Apr 2022;4836;1402;all;N/A;median;1402;16;606.499;153.083;54331;16546;54.33;16.55
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Apr 2022;31583;8378;all;N/A;median;8378;15;332.333;102.813;61825;29802;61.83;29.80
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2022;148169;41789;all;N/A;median;41789;19;331.729;101.125;70590;21749;70.59;21.75
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;may-22;10029;2573;all;N/A;median;2573;22;380.254;127.587;74395;17450;74.40;17.45
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;may-22;32;13;all;N/A;median;13;171;2.924.747;478.802;4946;932;4.95;0.93
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-22;256030;77432;all;N/A;median;77432;11;336.828;10.2;74112;21840;74.11;21.84
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;may-22;702;284;all;N/A;median;284;21;624.086;27.45;9145;4677;9.15;4.68
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;may-22;66709;19873;all;N/A;median;19873;15;53.571;111.625;68585;25876;68.59;25.88
All Providers Combined;Bogotá, Bogota, Colombia;;may-22;851729;257615;all;N/A;median;257615;8;161.833;6.95;90930;32008;90.93;32.01
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-22;23084;6410;all;N/A;median;6410;13;54.35;131.621;75815;23021;75.82;23.02
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;may-22;13409;3904;all;N/A;median;3904;17;268.277;105.984;56194;22072;56.19;22.07
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;may-22;32040;7595;all;N/A;median;7595;30;466.333;160.444;65581;14344;65.58;14.34
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;may-22;3219;949;all;N/A;median;949;23;355.952;166.375;18210;15965;18.21;15.97
All Providers Combined;Yopal, Yopal, Casanare, Colombia;;may-22;5883;1732;all;N/A;median;1732;18;312.833;131.375;55264;22046;55.26;22.05
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;may-22;22650;5483;all;N/A;median;5483;25;42.175;155.782;50846;17000;50.85;17.00
All Providers Combined;Valledupar, Valledupar, Cesar, Colombia;;may-22;13949;3853;all;N/A;median;3853;29;67.9;148.583;66092;21904;66.09;21.90
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;may-22;409;120;all;N/A;median;120;37;624.439;332.071;7145;1253;7.15;1.25
All Providers Combined;Montería, Montería, Córdoba, Colombia;;may-22;12642;3376;all;N/A;median;3376;18;56.932;135.917;63594;21336;63.59;21.34
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;may-22;705;181;all;N/A;median;181;15;222.403;132.311;14042;15514;14.04;15.51
All Providers Combined;Neiva, Neiva, Huila, Colombia;;may-22;27495;5987;all;N/A;median;5987;26;44.809;195.803;37782;17130;37.78;17.13
All Providers Combined;Riohacha, Riohacha, La Guajira, Colombia;;may-22;2896;1030;all;N/A;median;1030;32;736.125;159.271;54398;23265;54.40;23.27
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;may-22;13063;3905;all;N/A;median;3905;21;608.135;13.825;55044;20966;55.04;20.97
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;may-22;26972;7477;all;N/A;median;7477;15;26.359;94.023;75014;29208;75.01;29.21
All Providers Combined;Pasto, Pasto, Narino, Colombia;;may-22;22330;4794;all;N/A;median;4794;27;470.754;18.275;45682;18323;45.68;18.32
All Providers Combined;Cúcuta, Cucuta, North Santander, Colombia;;may-22;25610;7169;all;N/A;median;7169;25;480.904;136.375;53853;21850;53.85;21.85
All Providers Combined;Mocoa, Mocoa, Putumayo, Colombia;;may-22;283;71;all;N/A;median;71;25;425.467;242.702;24343;20176;24.34;20.18
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;may-22;25934;6791;all;N/A;median;6791;22;37.617;119.172;60206;19766;60.21;19.77
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;may-22;1456;261;all;N/A;median;261;79;1.084.583;252.204;9117;6928;9.12;6.93
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;may-22;56137;17428;all;N/A;median;17428;25;447.333;111.359;76057;28640;76.06;28.64
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;may-22;4598;1430;all;N/A;median;1430;16;595.277;124.812;51952;14674;51.95;14.67
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;may-22;29213;7763;all;N/A;median;7763;15;295.889;101.635;63097;31117;63.10;31.12
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-22;154680;41511;all;N/A;median;41511;20;346.961;115.917;67456;20731;67.46;20.73
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;may-22;3;2;all;N/A;median;2;601;622.114;3.103.772;976;639;0.98;0.64
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;jun-22;;;all;N/A;median;;;;;;;;
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;jun-22;10557;2488;all;N/A;median;2488;22;36.266;12.4;80393;18236;80.39;18.24
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jun-22;33;14;all;N/A;median;14;87;2.933.058;453.142;4499;775;4.50;0.78
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-22;220385;69545;all;N/A;median;69545;11;279.667;83.833;76748;22365;76.75;22.37
All Providers Combined;Arauca, Arauca, Arauca, Colombia;;jun-22;906;328;all;N/A;median;328;13;521.723;198.939;10982;4825;10.98;4.83
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-22;61536;18770;all;N/A;median;18770;15;512.889;100.435;80523;29097;80.52;29.10
All Providers Combined;Bogotá, Bogota, Colombia;;jun-22;772934;236580;all;N/A;median;236580;8;158.642;66.312;91887;32524;91.89;32.52
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-22;21395;6327;all;N/A;median;6327;13;535.333;12.393;83007;25349;83.01;25.35
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;jun-22;12161;3513;all;N/A;median;3513;16;26;104.125;62828;23395;62.83;23.40
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;jun-22;25960;7122;all;N/A;median;7122;26;388.308;108.833;76331;16241;76.33;16.24
All Providers Combined;Florencia, Florencia, Caquetá, Colombia;;jun-22;4288;1076;all;N/A;median;1076;20;342.328;140.382;20963;20868;20.96;20.87
